NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
20AN4F05	22.09.2020	2020	266	11	40	44	48	1386355.027	10619271.69
20AN4F05	22.09.2020	2020	266	11	40	46	50	1386351.196	10619271.42
20AN4F05	22.09.2020	2020	266	11	40	48	51	1386347.319	10619271.15
20AN4F05	22.09.2020	2020	266	11	40	50	52	1386343.443	10619270.88
20AN4F05	22.09.2020	2020	266	11	40	52	53	1386339.55	10619270.61
20AN4F05	22.09.2020	2020	266	11	40	54	55	1386335.68	10619270.34
20AN4F05	22.09.2020	2020	266	11	40	56	56	1386331.824	10619270.07
20AN4F05	22.09.2020	2020	266	11	40	58	57	1386327.95	10619269.8
20AN4F05	22.09.2020	2020	266	11	41	0	58	1386324.043	10619269.53
20AN4F05	22.09.2020	2020	266	11	41	2	60	1386320.195	10619269.26
20AN4F05	22.09.2020	2020	266	11	41	4	61	1386316.337	10619268.99
20AN4F05	22.09.2020	2020	266	11	41	6	62	1386312.462	10619268.72
20AN4F05	22.09.2020	2020	266	11	41	8	63	1386308.58	10619268.45
20AN4F05	22.09.2020	2020	266	11	41	10	65	1386304.668	10619268.17
20AN4F05	22.09.2020	2020	266	11	41	12	66	1386300.746	10619267.92
20AN4F05	22.09.2020	2020	266	11	41	14	67	1386296.776	10619267.61
20AN4F05	22.09.2020	2020	266	11	41	16	68	1386292.797	10619267.34
20AN4F05	22.09.2020	2020	266	11	41	18	70	1386288.835	10619267
20AN4F05	22.09.2020	2020	266	11	41	20	71	1386284.768	10619266.69
20AN4F05	22.09.2020	2020	266	11	41	22	72	1386280.722	10619266.34
20AN4F05	22.09.2020	2020	266	11	41	24	74	1386276.649	10619265.96
20AN4F05	22.09.2020	2020	266	11	41	26	75	1386272.522	10619265.59
20AN4F05	22.09.2020	2020	266	11	41	28	76	1386268.313	10619265.15
20AN4F05	22.09.2020	2020	266	11	41	30	78	1386264.051	10619264.71
20AN4F05	22.09.2020	2020	266	11	41	32	79	1386259.676	10619264.26
20AN4F05	22.09.2020	2020	266	11	41	34	80	1386255.226	10619263.81
20AN4F05	22.09.2020	2020	266	11	41	36	82	1386250.639	10619263.34
20AN4F05	22.09.2020	2020	266	11	41	38	83	1386245.969	10619262.97
20AN4F05	22.09.2020	2020	266	11	41	40	85	1386241.23	10619262.51
20AN4F05	22.09.2020	2020	266	11	41	42	86	1386236.447	10619262.13
20AN4F05	22.09.2020	2020	266	11	41	44	88	1386231.541	10619261.7
20AN4F05	22.09.2020	2020	266	11	41	46	90	1386226.692	10619261.2
20AN4F05	22.09.2020	2020	266	11	41	48	91	1386221.785	10619260.69
20AN4F05	22.09.2020	2020	266	11	41	50	93	1386216.876	10619260.12
20AN4F05	22.09.2020	2020	266	11	41	52	94	1386212.019	10619259.53
20AN4F05	22.09.2020	2020	266	11	41	54	96	1386207.229	10619258.96
20AN4F05	22.09.2020	2020	266	11	41	56	97	1386202.477	10619258.44
20AN4F05	22.09.2020	2020	266	11	41	58	99	1386197.855	10619257.93
20AN4F05	22.09.2020	2020	266	11	42	0	100	1386193.341	10619257.48
20AN4F05	22.09.2020	2020	266	11	42	2	102	1386188.955	10619257.06
20AN4F05	22.09.2020	2020	266	11	42	4	103	1386184.675	10619256.68
20AN4F05	22.09.2020	2020	266	11	42	6	104	1386180.462	10619256.32
20AN4F05	22.09.2020	2020	266	11	42	8	106	1386176.327	10619255.96
20AN4F05	22.09.2020	2020	266	11	42	10	107	1386172.229	10619255.63
20AN4F05	22.09.2020	2020	266	11	42	12	108	1386168.174	10619255.31
20AN4F05	22.09.2020	2020	266	11	42	14	110	1386164.142	10619254.98
20AN4F05	22.09.2020	2020	266	11	42	16	111	1386160.152	10619254.65
20AN4F05	22.09.2020	2020	266	11	42	18	112	1386156.168	10619254.35
20AN4F05	22.09.2020	2020	266	11	42	20	114	1386152.211	10619254.04
20AN4F05	22.09.2020	2020	266	11	42	22	115	1386148.275	10619253.73
20AN4F05	22.09.2020	2020	266	11	42	24	116	1386144.362	10619253.44
20AN4F05	22.09.2020	2020	266	11	42	26	117	1386140.464	10619253.14
20AN4F05	22.09.2020	2020	266	11	42	28	119	1386136.583	10619252.86
20AN4F05	22.09.2020	2020	266	11	42	30	120	1386132.725	10619252.61
20AN4F05	22.09.2020	2020	266	11	42	32	121	1386128.881	10619252.35
20AN4F05	22.09.2020	2020	266	11	42	34	122	1386125.09	10619252.1
20AN4F05	22.09.2020	2020	266	11	42	36	123	1386121.322	10619251.84
20AN4F05	22.09.2020	2020	266	11	42	38	125	1386117.607	10619251.59
20AN4F05	22.09.2020	2020	266	11	42	40	126	1386113.871	10619251.37
20AN4F05	22.09.2020	2020	266	11	42	42	127	1386110.231	10619251.13
20AN4F05	22.09.2020	2020	266	11	42	44	128	1386106.605	10619250.87
20AN4F05	22.09.2020	2020	266	11	42	46	129	1386103.036	10619250.64
20AN4F05	22.09.2020	2020	266	11	42	48	130	1386099.454	10619250.41
20AN4F05	22.09.2020	2020	266	11	42	50	132	1386095.911	10619250.19
20AN4F05	22.09.2020	2020	266	11	42	52	133	1386092.392	10619249.94
20AN4F05	22.09.2020	2020	266	11	42	54	134	1386088.84	10619249.69
20AN4F05	22.09.2020	2020	266	11	42	56	135	1386085.3	10619249.46
20AN4F05	22.09.2020	2020	266	11	42	58	136	1386081.725	10619249.22
20AN4F05	22.09.2020	2020	266	11	43	0	137	1386078.177	10619248.95
20AN4F05	22.09.2020	2020	266	11	43	2	138	1386074.581	10619248.71
20AN4F05	22.09.2020	2020	266	11	43	4	140	1386071.007	10619248.44
20AN4F05	22.09.2020	2020	266	11	43	6	141	1386067.438	10619248.14
20AN4F05	22.09.2020	2020	266	11	43	8	142	1386063.856	10619247.85
20AN4F05	22.09.2020	2020	266	11	43	10	143	1386060.244	10619247.54
20AN4F05	22.09.2020	2020	266	11	43	12	144	1386056.633	10619247.21
20AN4F05	22.09.2020	2020	266	11	43	14	145	1386053.027	10619246.85
20AN4F05	22.09.2020	2020	266	11	43	16	147	1386049.402	10619246.52
20AN4F05	22.09.2020	2020	266	11	43	18	148	1386045.79	10619246.17
20AN4F05	22.09.2020	2020	266	11	43	20	149	1386042.219	10619245.8
20AN4F05	22.09.2020	2020	266	11	43	22	150	1386038.665	10619245.45
20AN4F05	22.09.2020	2020	266	11	43	24	151	1386035.14	10619245.09
20AN4F05	22.09.2020	2020	266	11	43	26	152	1386031.648	10619244.74
20AN4F05	22.09.2020	2020	266	11	43	28	153	1386028.143	10619244.39
20AN4F05	22.09.2020	2020	266	11	43	30	155	1386024.674	10619244.05
20AN4F05	22.09.2020	2020	266	11	43	32	156	1386021.174	10619243.72
20AN4F05	22.09.2020	2020	266	11	43	34	157	1386017.716	10619243.4
20AN4F05	22.09.2020	2020	266	11	43	36	158	1386014.237	10619243.11
