NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
20AN4F04	22.09.2020	2020	266	7	54	22	48	1375652.794	10620108.04
20AN4F04	22.09.2020	2020	266	7	54	24	50	1375657.173	10620106.99
20AN4F04	22.09.2020	2020	266	7	54	26	51	1375661.574	10620105.93
20AN4F04	22.09.2020	2020	266	7	54	28	53	1375666.03	10620104.87
20AN4F04	22.09.2020	2020	266	7	54	30	54	1375670.445	10620103.81
20AN4F04	22.09.2020	2020	266	7	54	32	56	1375674.88	10620102.75
20AN4F04	22.09.2020	2020	266	7	54	34	57	1375679.333	10620101.68
20AN4F04	22.09.2020	2020	266	7	54	36	59	1375683.77	10620100.62
20AN4F04	22.09.2020	2020	266	7	54	38	60	1375688.203	10620099.56
20AN4F04	22.09.2020	2020	266	7	54	40	62	1375692.651	10620098.49
20AN4F04	22.09.2020	2020	266	7	54	42	63	1375697.097	10620097.43
20AN4F04	22.09.2020	2020	266	7	54	44	65	1375701.557	10620096.36
20AN4F04	22.09.2020	2020	266	7	54	46	66	1375706.027	10620095.36
20AN4F04	22.09.2020	2020	266	7	54	48	67	1375710.48	10620094.34
20AN4F04	22.09.2020	2020	266	7	54	50	69	1375714.883	10620093.17
20AN4F04	22.09.2020	2020	266	7	54	52	70	1375719.379	10620092.13
20AN4F04	22.09.2020	2020	266	7	54	54	72	1375723.796	10620091.02
20AN4F04	22.09.2020	2020	266	7	54	56	73	1375728.205	10620089.92
20AN4F04	22.09.2020	2020	266	7	54	58	75	1375732.627	10620088.93
20AN4F04	22.09.2020	2020	266	7	55	0	76	1375737.047	10620087.91
20AN4F04	22.09.2020	2020	266	7	55	2	78	1375741.488	10620086.8
20AN4F04	22.09.2020	2020	266	7	55	4	79	1375745.931	10620085.76
20AN4F04	22.09.2020	2020	266	7	55	6	81	1375750.35	10620084.79
20AN4F04	22.09.2020	2020	266	7	55	8	82	1375754.774	10620083.75
20AN4F04	22.09.2020	2020	266	7	55	10	83	1375759.222	10620082.67
20AN4F04	22.09.2020	2020	266	7	55	12	85	1375763.67	10620081.65
20AN4F04	22.09.2020	2020	266	7	55	14	86	1375768.099	10620080.63
20AN4F04	22.09.2020	2020	266	7	55	16	88	1375772.531	10620079.55
20AN4F04	22.09.2020	2020	266	7	55	18	89	1375776.98	10620078.47
20AN4F04	22.09.2020	2020	266	7	55	20	91	1375781.427	10620077.44
20AN4F04	22.09.2020	2020	266	7	55	22	92	1375785.862	10620076.38
20AN4F04	22.09.2020	2020	266	7	55	24	94	1375790.3	10620075.29
20AN4F04	22.09.2020	2020	266	7	55	26	95	1375794.746	10620074.21
20AN4F04	22.09.2020	2020	266	7	55	28	97	1375799.204	10620073.17
20AN4F04	22.09.2020	2020	266	7	55	30	98	1375803.646	10620072.11
20AN4F04	22.09.2020	2020	266	7	55	32	100	1375808.074	10620071.05
20AN4F04	22.09.2020	2020	266	7	55	34	101	1375812.513	10620070
20AN4F04	22.09.2020	2020	266	7	55	36	102	1375816.962	10620068.97
20AN4F04	22.09.2020	2020	266	7	55	38	104	1375821.395	10620067.96
20AN4F04	22.09.2020	2020	266	7	55	40	105	1375825.814	10620066.93
20AN4F04	22.09.2020	2020	266	7	55	42	107	1375830.243	10620065.89
20AN4F04	22.09.2020	2020	266	7	55	44	108	1375834.679	10620064.87
20AN4F04	22.09.2020	2020	266	7	55	46	110	1375839.107	10620063.88
20AN4F04	22.09.2020	2020	266	7	55	48	111	1375843.529	10620062.88
20AN4F04	22.09.2020	2020	266	7	55	50	113	1375847.943	10620061.84
20AN4F04	22.09.2020	2020	266	7	55	52	114	1375852.362	10620060.83
20AN4F04	22.09.2020	2020	266	7	55	54	116	1375856.782	10620059.85
20AN4F04	22.09.2020	2020	266	7	55	56	117	1375861.21	10620058.83
20AN4F04	22.09.2020	2020	266	7	55	58	118	1375865.63	10620057.79
20AN4F04	22.09.2020	2020	266	7	56	0	120	1375870.036	10620056.75
20AN4F04	22.09.2020	2020	266	7	56	2	121	1375874.465	10620055.69
20AN4F04	22.09.2020	2020	266	7	56	4	123	1375878.917	10620054.59
20AN4F04	22.09.2020	2020	266	7	56	6	124	1375883.328	10620053.53
20AN4F04	22.09.2020	2020	266	7	56	8	126	1375887.702	10620052.45
20AN4F04	22.09.2020	2020	266	7	56	10	127	1375892.114	10620051.3
20AN4F04	22.09.2020	2020	266	7	56	12	129	1375896.558	10620050.17
20AN4F04	22.09.2020	2020	266	7	56	14	130	1375900.933	10620049.1
20AN4F04	22.09.2020	2020	266	7	56	16	132	1375905.283	10620048
20AN4F04	22.09.2020	2020	266	7	56	18	133	1375909.681	10620046.84
20AN4F04	22.09.2020	2020	266	7	56	20	134	1375914.088	10620045.69
20AN4F04	22.09.2020	2020	266	7	56	22	136	1375918.453	10620044.63
20AN4F04	22.09.2020	2020	266	7	56	24	137	1375922.801	10620043.56
20AN4F04	22.09.2020	2020	266	7	56	26	139	1375927.181	10620042.38
20AN4F04	22.09.2020	2020	266	7	56	28	140	1375931.584	10620041.21
20AN4F04	22.09.2020	2020	266	7	56	30	142	1375935.971	10620040.15
20AN4F04	22.09.2020	2020	266	7	56	32	143	1375940.325	10620039.05
20AN4F04	22.09.2020	2020	266	7	56	34	145	1375944.7	10620037.85
20AN4F04	22.09.2020	2020	266	7	56	36	146	1375949.105	10620036.7
20AN4F04	22.09.2020	2020	266	7	56	38	147	1375953.483	10620035.59
20AN4F04	22.09.2020	2020	266	7	56	40	149	1375957.839	10620034.46
20AN4F04	22.09.2020	2020	266	7	56	42	150	1375962.219	10620033.31
20AN4F04	22.09.2020	2020	266	7	56	44	152	1375966.612	10620032.16
20AN4F04	22.09.2020	2020	266	7	56	46	153	1375971.002	10620031.01
20AN4F04	22.09.2020	2020	266	7	56	48	155	1375975.384	10620029.89
20AN4F04	22.09.2020	2020	266	7	56	50	156	1375979.768	10620028.77
20AN4F04	22.09.2020	2020	266	7	56	52	158	1375984.172	10620027.62
20AN4F04	22.09.2020	2020	266	7	56	54	159	1375988.584	10620026.48
20AN4F04	22.09.2020	2020	266	7	56	56	160	1375992.965	10620025.38
20AN4F04	22.09.2020	2020	266	7	56	58	162	1375997.359	10620024.28
20AN4F04	22.09.2020	2020	266	7	57	0	163	1376001.792	10620023.15
20AN4F04	22.09.2020	2020	266	7	57	2	165	1376006.205	10620022.05
20AN4F04	22.09.2020	2020	266	7	57	4	166	1376010.599	10620020.98
20AN4F04	22.09.2020	2020	266	7	57	6	168	1376015.027	10620019.88
20AN4F04	22.09.2020	2020	266	7	57	8	169	1376019.463	10620018.78
20AN4F04	22.09.2020	2020	266	7	57	10	171	1376023.875	10620017.7
20AN4F04	22.09.2020	2020	266	7	57	12	172	1376028.298	10620016.65
20AN4F04	22.09.2020	2020	266	7	57	14	174	1376032.724	10620015.53
20AN4F04	22.09.2020	2020	266	7	57	16	175	1376037.142	10620014.42
20AN4F04	22.09.2020	2020	266	7	57	18	177	1376041.554	10620013.38
20AN4F04	22.09.2020	2020	266	7	57	20	178	1376045.972	10620012.31
20AN4F04	22.09.2020	2020	266	7	57	22	179	1376050.399	10620011.16
20AN4F04	22.09.2020	2020	266	7	57	24	181	1376054.817	10620010.07
20AN4F04	22.09.2020	2020	266	7	57	26	182	1376059.244	10620009.03
20AN4F04	22.09.2020	2020	266	7	57	28	184	1376063.697	10620007.91
20AN4F04	22.09.2020	2020	266	7	57	30	185	1376068.157	10620006.79
20AN4F04	22.09.2020	2020	266	7	57	32	187	1376072.568	10620005.73
20AN4F04	22.09.2020	2020	266	7	57	34	188	1376076.979	10620004.65
20AN4F04	22.09.2020	2020	266	7	57	36	190	1376081.42	10620003.54
20AN4F04	22.09.2020	2020	266	7	57	38	191	1376085.841	10620002.46
20AN4F04	22.09.2020	2020	266	7	57	40	193	1376090.226	10620001.38
20AN4F04	22.09.2020	2020	266	7	57	42	194	1376094.624	10620000.26
20AN4F04	22.09.2020	2020	266	7	57	44	195	1376099.054	10619999.16
20AN4F04	22.09.2020	2020	266	7	57	46	197	1376103.477	10619998.07
20AN4F04	22.09.2020	2020	266	7	57	48	198	1376107.88	10619996.93
20AN4F04	22.09.2020	2020	266	7	57	50	200	1376112.298	10619995.75
20AN4F04	22.09.2020	2020	266	7	57	52	201	1376116.711	10619994.61
20AN4F04	22.09.2020	2020	266	7	57	54	203	1376121.107	10619993.5
20AN4F04	22.09.2020	2020	266	7	57	56	204	1376125.496	10619992.36
20AN4F04	22.09.2020	2020	266	7	57	58	206	1376129.899	10619991.19
20AN4F04	22.09.2020	2020	266	7	58	0	207	1376134.29	10619990.07
20AN4F04	22.09.2020	2020	266	7	58	2	209	1376138.661	10619988.98
20AN4F04	22.09.2020	2020	266	7	58	4	210	1376143.063	10619987.88
20AN4F04	22.09.2020	2020	266	7	58	6	211	1376147.483	10619986.72
20AN4F04	22.09.2020	2020	266	7	58	8	213	1376151.881	10619985.6
20AN4F04	22.09.2020	2020	266	7	58	10	214	1376156.258	10619984.55
20AN4F04	22.09.2020	2020	266	7	58	12	216	1376160.663	10619983.47
20AN4F04	22.09.2020	2020	266	7	58	14	217	1376165.096	10619982.32
20AN4F04	22.09.2020	2020	266	7	58	16	219	1376169.511	10619981.21
20AN4F04	22.09.2020	2020	266	7	58	18	220	1376173.905	10619980.14
