NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720001	1246983.88000	10646444.94000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720002	1246984.08000	10646445.11000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720003	1246984.27000	10646445.29000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720004	1246984.46000	10646445.47000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720005	1246984.65000	10646445.65000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720006	1246984.84000	10646445.83000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720007	1246985.03000	10646446.00000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720008	1246985.22000	10646446.18000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720009	1246985.41000	10646446.36000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720010	1246985.60000	10646446.54000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720011	1246985.79000	10646446.72000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720012	1246985.98000	10646446.90000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720013	1246986.17000	10646447.07000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720014	1246986.36000	10646447.25000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720015	1246986.55000	10646447.43000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720016	1246986.74000	10646447.61000
AN2020AN3F0111	2020.09.23	2020	267	20	48	13	1374720017	1246986.93000	10646447.79000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720018	1246987.12000	10646447.97000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720019	1246987.30000	10646448.12000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720020	1246987.48000	10646448.27000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720021	1246987.66000	10646448.42000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720022	1246987.84000	10646448.58000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720023	1246988.01000	10646448.73000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720024	1246988.19000	10646448.88000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720025	1246988.37000	10646449.04000
AN2020AN3F0111	2020.09.23	2020	267	20	48	15	1374720026	1246988.55000	10646449.19000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720027	1246988.73000	10646449.35000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720028	1246988.88000	10646449.48000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720029	1246989.04000	10646449.62000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720030	1246989.20000	10646449.76000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720031	1246989.36000	10646449.90000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720032	1246989.52000	10646450.04000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720033	1246989.68000	10646450.17000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720034	1246989.84000	10646450.31000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720035	1246990.00000	10646450.45000
AN2020AN3F0111	2020.09.23	2020	267	20	48	16	1374720036	1246990.16000	10646450.59000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720037	1246990.32000	10646450.73000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720038	1246990.46000	10646450.86000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720039	1246990.61000	10646450.99000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720040	1246990.76000	10646451.12000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720041	1246990.90000	10646451.25000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720042	1246991.05000	10646451.38000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720043	1246991.20000	10646451.52000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720044	1246991.34000	10646451.65000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720045	1246991.49000	10646451.78000
AN2020AN3F0111	2020.09.23	2020	267	20	48	17	1374720046	1246991.64000	10646451.91000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720047	1246991.79000	10646452.05000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720048	1246992.00000	10646452.24000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720049	1246992.21000	10646452.43000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720050	1246992.42000	10646452.63000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720051	1246992.62000	10646452.82000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720052	1246992.83000	10646453.01000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720053	1246993.04000	10646453.21000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720054	1246993.25000	10646453.40000
AN2020AN3F0111	2020.09.23	2020	267	20	48	18	1374720055	1246993.46000	10646453.59000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720056	1246993.68000	10646453.78000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720057	1246993.84000	10646453.94000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720058	1246994.01000	10646454.09000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720059	1246994.18000	10646454.25000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720060	1246994.35000	10646454.40000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720061	1246994.52000	10646454.55000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720062	1246994.69000	10646454.71000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720063	1246994.86000	10646454.86000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720064	1246995.03000	10646455.02000
AN2020AN3F0111	2020.09.23	2020	267	20	48	19	1374720065	1246995.20000	10646455.17000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720066	1246995.37000	10646455.33000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720067	1246995.53000	10646455.46000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720068	1246995.69000	10646455.60000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720069	1246995.85000	10646455.74000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720070	1246996.01000	10646455.88000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720071	1246996.17000	10646456.02000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720072	1246996.32000	10646456.16000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720073	1246996.48000	10646456.30000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720074	1246996.64000	10646456.44000
AN2020AN3F0111	2020.09.23	2020	267	20	48	20	1374720075	1246996.80000	10646456.58000
AN2020AN3F0111	2020.09.23	2020	267	20	48	21	1374720076	1246996.96000	10646456.72000
AN2020AN3F0111	2020.09.23	2020	267	20	48	21	1374720077	1246997.09000	10646456.84000
AN2020AN3F0111	2020.09.23	2020	267	20	48	21	1374720078	1246997.23000	10646456.95000
AN2020AN3F0111	2020.09.23	2020	267	20	48	21	1374720079	1246997.36000	10646457.07000
AN2020AN3F0111	2020.09.23	2020	267	20	48	21	1374720080	1246997.50000	10646457.19000
AN2020AN3F0111	2020.09.23	2020	267	20	48	21	1374720081	1246997.63000	10646457.31000
