YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
2020	284	3	5	31	583400001	628416.64000	10650107.36000
2020	284	3	5	31	583400002	628416.25000	10650107.10000
2020	284	3	5	31	583400003	628415.86000	10650106.84000
2020	284	3	5	31	583400004	628415.48000	10650106.59000
2020	284	3	5	31	583400005	628415.09000	10650106.33000
2020	284	3	5	31	583400006	628414.71000	10650106.07000
2020	284	3	5	31	583400007	628414.32000	10650105.82000
2020	284	3	5	31	583400008	628413.94000	10650105.56000
2020	284	3	5	31	583400009	628413.55000	10650105.30000
2020	284	3	5	31	583400010	628413.17000	10650105.05000
2020	284	3	5	31	583400011	628412.78000	10650104.79000
2020	284	3	5	33	583400012	628412.40000	10650104.53000
2020	284	3	5	33	583400013	628411.95000	10650104.25000
2020	284	3	5	33	583400014	628411.51000	10650103.96000
2020	284	3	5	33	583400015	628411.07000	10650103.67000
2020	284	3	5	33	583400016	628410.63000	10650103.38000
2020	284	3	5	34	583400017	628410.18000	10650103.09000
2020	284	3	5	34	583400018	628409.80000	10650102.84000
2020	284	3	5	34	583400019	628409.42000	10650102.60000
2020	284	3	5	34	583400020	628409.04000	10650102.36000
2020	284	3	5	34	583400021	628408.65000	10650102.12000
2020	284	3	5	34	583400022	628408.27000	10650101.88000
2020	284	3	5	35	583400023	628407.89000	10650101.64000
2020	284	3	5	35	583400024	628407.43000	10650101.34000
2020	284	3	5	35	583400025	628406.97000	10650101.04000
2020	284	3	5	35	583400026	628406.52000	10650100.74000
2020	284	3	5	35	583400027	628406.06000	10650100.44000
2020	284	3	5	36	583400028	628405.61000	10650100.15000
2020	284	3	5	36	583400029	628405.17000	10650099.84000
2020	284	3	5	36	583400030	628404.74000	10650099.54000
2020	284	3	5	36	583400031	628404.31000	10650099.23000
2020	284	3	5	36	583400032	628403.88000	10650098.93000
2020	284	3	5	37	583400033	628403.44000	10650098.63000
2020	284	3	5	37	583400034	628403.10000	10650098.38000
2020	284	3	5	37	583400035	628402.76000	10650098.14000
2020	284	3	5	37	583400036	628402.42000	10650097.89000
2020	284	3	5	37	583400037	628402.07000	10650097.65000
2020	284	3	5	37	583400038	628401.73000	10650097.41000
2020	284	3	5	38	583400039	628401.39000	10650097.17000
2020	284	3	5	38	583400040	628400.99000	10650096.91000
