YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
2020	284	17	48	40	618720001	588694.71000	10658473.74000
2020	284	17	48	40	618720002	588695.13000	10658473.75000
2020	284	17	48	40	618720003	588695.55000	10658473.76000
2020	284	17	48	40	618720004	588695.97000	10658473.77000
2020	284	17	48	40	618720005	588696.39000	10658473.78000
2020	284	17	48	40	618720006	588696.82000	10658473.79000
2020	284	17	48	40	618720007	588697.24000	10658473.81000
2020	284	17	48	40	618720008	588697.66000	10658473.82000
2020	284	17	48	40	618720009	588698.08000	10658473.83000
2020	284	17	48	40	618720010	588698.51000	10658473.84000
2020	284	17	48	40	618720011	588698.93000	10658473.85000
2020	284	17	48	40	618720012	588699.35000	10658473.86000
2020	284	17	48	42	618720013	588699.78000	10658473.88000
2020	284	17	48	42	618720014	588700.12000	10658473.89000
2020	284	17	48	42	618720015	588700.47000	10658473.91000
2020	284	17	48	42	618720016	588700.81000	10658473.92000
2020	284	17	48	42	618720017	588701.16000	10658473.94000
2020	284	17	48	42	618720018	588701.50000	10658473.95000
2020	284	17	48	42	618720019	588701.85000	10658473.97000
2020	284	17	48	43	618720020	588702.19000	10658473.99000
2020	284	17	48	43	618720021	588702.52000	10658474.03000
2020	284	17	48	43	618720022	588702.85000	10658474.07000
2020	284	17	48	43	618720023	588703.17000	10658474.11000
2020	284	17	48	43	618720024	588703.50000	10658474.15000
2020	284	17	48	43	618720025	588703.82000	10658474.19000
2020	284	17	48	43	618720026	588704.15000	10658474.23000
2020	284	17	48	44	618720027	588704.48000	10658474.27000
2020	284	17	48	44	618720028	588704.76000	10658474.32000
2020	284	17	48	44	618720029	588705.05000	10658474.36000
2020	284	17	48	44	618720030	588705.34000	10658474.40000
2020	284	17	48	44	618720031	588705.62000	10658474.44000
2020	284	17	48	44	618720032	588705.91000	10658474.48000
2020	284	17	48	44	618720033	588706.20000	10658474.52000
2020	284	17	48	44	618720034	588706.49000	10658474.56000
2020	284	17	48	45	618720035	588706.78000	10658474.61000
2020	284	17	48	45	618720036	588707.12000	10658474.62000
2020	284	17	48	45	618720037	588707.46000	10658474.64000
2020	284	17	48	45	618720038	588707.80000	10658474.66000
2020	284	17	48	45	618720039	588708.15000	10658474.67000
2020	284	17	48	45	618720040	588708.49000	10658474.69000
2020	284	17	48	45	618720041	588708.83000	10658474.71000
2020	284	17	48	46	618720042	588709.18000	10658474.73000
2020	284	17	48	46	618720043	588709.46000	10658474.72000
2020	284	17	48	46	618720044	588709.75000	10658474.71000
2020	284	17	48	46	618720045	588710.04000	10658474.71000
2020	284	17	48	46	618720046	588710.33000	10658474.70000
2020	284	17	48	46	618720047	588710.62000	10658474.69000
2020	284	17	48	46	618720048	588710.91000	10658474.69000
2020	284	17	48	46	618720049	588711.20000	10658474.68000
2020	284	17	48	47	618720050	588711.49000	10658474.68000
2020	284	17	48	47	618720051	588711.80000	10658474.69000
2020	284	17	48	47	618720052	588712.12000	10658474.70000
2020	284	17	48	47	618720053	588712.44000	10658474.71000
