YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
2020	285	11	44	10	661760001	595354.24000	10644737.58000
2020	285	11	44	10	661760002	595354.56000	10644737.78000
2020	285	11	44	10	661760003	595354.88000	10644737.98000
2020	285	11	44	10	661760004	595355.20000	10644738.18000
2020	285	11	44	10	661760005	595355.52000	10644738.38000
2020	285	11	44	10	661760006	595355.84000	10644738.58000
2020	285	11	44	10	661760007	595356.16000	10644738.78000
2020	285	11	44	10	661760008	595356.48000	10644738.98000
2020	285	11	44	10	661760009	595356.80000	10644739.18000
2020	285	11	44	10	661760010	595357.12000	10644739.38000
2020	285	11	44	10	661760011	595357.44000	10644739.58000
2020	285	11	44	10	661760012	595357.76000	10644739.78000
2020	285	11	44	10	661760013	595358.08000	10644739.98000
2020	285	11	44	12	661760014	595358.41000	10644740.19000
2020	285	11	44	12	661760015	595358.71000	10644740.38000
2020	285	11	44	12	661760016	595359.02000	10644740.58000
2020	285	11	44	12	661760017	595359.33000	10644740.77000
2020	285	11	44	12	661760018	595359.64000	10644740.97000
2020	285	11	44	12	661760019	595359.95000	10644741.16000
2020	285	11	44	12	661760020	595360.26000	10644741.36000
2020	285	11	44	13	661760021	595360.56000	10644741.56000
2020	285	11	44	13	661760022	595360.82000	10644741.73000
2020	285	11	44	13	661760023	595361.07000	10644741.90000
2020	285	11	44	13	661760024	595361.33000	10644742.07000
2020	285	11	44	13	661760025	595361.59000	10644742.24000
2020	285	11	44	13	661760026	595361.84000	10644742.41000
2020	285	11	44	13	661760027	595362.10000	10644742.58000
2020	285	11	44	13	661760028	595362.35000	10644742.75000
2020	285	11	44	14	661760029	595362.61000	10644742.92000
2020	285	11	44	14	661760030	595362.90000	10644743.10000
2020	285	11	44	14	661760031	595363.19000	10644743.29000
2020	285	11	44	14	661760032	595363.48000	10644743.47000
2020	285	11	44	14	661760033	595363.78000	10644743.66000
2020	285	11	44	14	661760034	595364.07000	10644743.84000
2020	285	11	44	14	661760035	595364.36000	10644744.03000
2020	285	11	44	15	661760036	595364.66000	10644744.22000
2020	285	11	44	15	661760037	595364.92000	10644744.38000
2020	285	11	44	15	661760038	595365.18000	10644744.54000
2020	285	11	44	15	661760039	595365.45000	10644744.70000
2020	285	11	44	15	661760040	595365.71000	10644744.86000
2020	285	11	44	15	661760041	595365.97000	10644745.02000
2020	285	11	44	15	661760042	595366.24000	10644745.18000
2020	285	11	44	15	661760043	595366.50000	10644745.34000
2020	285	11	44	16	661760044	595366.77000	10644745.50000
2020	285	11	44	16	661760045	595367.06000	10644745.69000
2020	285	11	44	16	661760046	595367.35000	10644745.88000
2020	285	11	44	16	661760047	595367.65000	10644746.07000
2020	285	11	44	16	661760048	595367.94000	10644746.27000
2020	285	11	44	16	661760049	595368.24000	10644746.46000
2020	285	11	44	16	661760050	595368.53000	10644746.65000
2020	285	11	44	17	661760051	595368.82000	10644746.85000
2020	285	11	44	17	661760052	595369.07000	10644747.01000
2020	285	11	44	17	661760053	595369.31000	10644747.18000
2020	285	11	44	17	661760054	595369.55000	10644747.34000
2020	285	11	44	17	661760055	595369.80000	10644747.51000
2020	285	11	44	17	661760056	595370.04000	10644747.68000
2020	285	11	44	17	661760057	595370.28000	10644747.84000
2020	285	11	44	17	661760058	595370.52000	10644748.01000
2020	285	11	44	18	661760059	595370.77000	10644748.18000
2020	285	11	44	18	661760060	595371.04000	10644748.35000
2020	285	11	44	18	661760061	595371.31000	10644748.53000
2020	285	11	44	18	661760062	595371.59000	10644748.71000
2020	285	11	44	18	661760063	595371.86000	10644748.89000
2020	285	11	44	18	661760064	595372.14000	10644749.07000
2020	285	11	44	18	661760065	595372.41000	10644749.25000
2020	285	11	44	19	661760066	595372.68000	10644749.43000
2020	285	11	44	19	661760067	595372.97000	10644749.60000
2020	285	11	44	19	661760068	595373.25000	10644749.78000
2020	285	11	44	19	661760069	595373.54000	10644749.95000
2020	285	11	44	19	661760070	595373.82000	10644750.13000
2020	285	11	44	19	661760071	595374.11000	10644750.30000
2020	285	11	44	19	661760072	595374.39000	10644750.48000
2020	285	11	44	20	661760073	595374.68000	10644750.66000
2020	285	11	44	20	661760074	595374.93000	10644750.83000
2020	285	11	44	20	661760075	595375.18000	10644751.00000
2020	285	11	44	20	661760076	595375.43000	10644751.17000
2020	285	11	44	20	661760077	595375.68000	10644751.34000
2020	285	11	44	20	661760078	595375.93000	10644751.51000
2020	285	11	44	20	661760079	595376.18000	10644751.68000
2020	285	11	44	20	661760080	595376.43000	10644751.85000
2020	285	11	44	21	661760081	595376.68000	10644752.02000
2020	285	11	44	21	661760082	595376.97000	10644752.24000
2020	285	11	44	21	661760083	595377.27000	10644752.45000
2020	285	11	44	21	661760084	595377.57000	10644752.66000
2020	285	11	44	21	661760085	595377.87000	10644752.87000
2020	285	11	44	21	661760086	595378.17000	10644753.08000
2020	285	11	44	21	661760087	595378.47000	10644753.29000
2020	285	11	44	22	661760088	595378.77000	10644753.51000
2020	285	11	44	22	661760089	595379.04000	10644753.69000
2020	285	11	44	22	661760090	595379.32000	10644753.88000
2020	285	11	44	22	661760091	595379.60000	10644754.06000
2020	285	11	44	22	661760092	595379.88000	10644754.25000
2020	285	11	44	22	661760093	595380.16000	10644754.43000
2020	285	11	44	22	661760094	595380.44000	10644754.62000
2020	285	11	44	22	661760095	595380.72000	10644754.80000
