YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
2020	283	13	15	40	550200001	642773.78000	10615635.02000
2020	283	13	15	40	550200002	642773.42000	10615635.34000
2020	283	13	15	40	550200003	642773.06000	10615635.66000
2020	283	13	15	40	550200004	642772.70000	10615635.98000
2020	283	13	15	40	550200005	642772.34000	10615636.30000
2020	283	13	15	40	550200006	642771.99000	10615636.62000
2020	283	13	15	40	550200007	642771.63000	10615636.94000
2020	283	13	15	40	550200008	642771.27000	10615637.26000
2020	283	13	15	40	550200009	642770.91000	10615637.58000
2020	283	13	15	40	550200010	642770.55000	10615637.90000
2020	283	13	15	42	550200011	642770.19000	10615638.23000
2020	283	13	15	42	550200012	642769.82000	10615638.62000
2020	283	13	15	42	550200013	642769.44000	10615639.01000
2020	283	13	15	42	550200014	642769.06000	10615639.40000
2020	283	13	15	42	550200015	642768.68000	10615639.79000
2020	283	13	15	43	550200016	642768.31000	10615640.19000
2020	283	13	15	43	550200017	642768.00000	10615640.53000
2020	283	13	15	43	550200018	642767.69000	10615640.88000
2020	283	13	15	43	550200019	642767.39000	10615641.23000
2020	283	13	15	43	550200020	642767.08000	10615641.57000
2020	283	13	15	43	550200021	642766.77000	10615641.92000
2020	283	13	15	44	550200022	642766.47000	10615642.27000
2020	283	13	15	44	550200023	642766.16000	10615642.59000
2020	283	13	15	44	550200024	642765.86000	10615642.92000
2020	283	13	15	44	550200025	642765.55000	10615643.24000
2020	283	13	15	44	550200026	642765.25000	10615643.57000
2020	283	13	15	44	550200027	642764.95000	10615643.90000
2020	283	13	15	45	550200028	642764.65000	10615644.23000
2020	283	13	15	45	550200029	642764.32000	10615644.51000
2020	283	13	15	45	550200030	642764.00000	10615644.79000
2020	283	13	15	45	550200031	642763.67000	10615645.08000
2020	283	13	15	45	550200032	642763.35000	10615645.36000
2020	283	13	15	45	550200033	642763.03000	10615645.64000
2020	283	13	15	46	550200034	642762.71000	10615645.93000
2020	283	13	15	46	550200035	642762.37000	10615646.17000
2020	283	13	15	46	550200036	642762.03000	10615646.42000
2020	283	13	15	46	550200037	642761.69000	10615646.66000
2020	283	13	15	46	550200038	642761.35000	10615646.91000
2020	283	13	15	46	550200039	642761.01000	10615647.15000
2020	283	13	15	47	550200040	642760.68000	10615647.40000
2020	283	13	15	47	550200041	642760.36000	10615647.65000
2020	283	13	15	47	550200042	642760.04000	10615647.91000
2020	283	13	15	47	550200043	642759.72000	10615648.16000
2020	283	13	15	47	550200044	642759.40000	10615648.42000
2020	283	13	15	47	550200045	642759.08000	10615648.68000
2020	283	13	15	48	550200046	642758.77000	10615648.94000
