YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
2020	284	12	15	55	605400001	592066.53000	10663439.10000
2020	284	12	15	55	605400002	592066.23000	10663438.54000
2020	284	12	15	55	605400003	592065.94000	10663437.98000
2020	284	12	15	55	605400004	592065.65000	10663437.43000
2020	284	12	15	55	605400005	592065.36000	10663436.87000
2020	284	12	15	55	605400006	592065.06000	10663436.31000
2020	284	12	15	55	605400007	592064.77000	10663435.76000
2020	284	12	15	55	605400008	592064.48000	10663435.20000
2020	284	12	15	57	605400009	592064.18000	10663434.65000
2020	284	12	15	57	605400010	592064.06000	10663434.41000
2020	284	12	15	57	605400011	592063.93000	10663434.17000
2020	284	12	15	57	605400012	592063.80000	10663433.93000
2020	284	12	15	57	605400013	592063.67000	10663433.69000
2020	284	12	15	57	605400014	592063.54000	10663433.46000
2020	284	12	15	57	605400015	592063.41000	10663433.22000
2020	284	12	15	57	605400016	592063.28000	10663432.98000
2020	284	12	15	58	605400017	592063.16000	10663432.75000
2020	284	12	15	58	605400018	592063.03000	10663432.52000
2020	284	12	15	58	605400019	592062.90000	10663432.29000
2020	284	12	15	58	605400020	592062.77000	10663432.06000
2020	284	12	15	58	605400021	592062.64000	10663431.83000
2020	284	12	15	58	605400022	592062.51000	10663431.60000
2020	284	12	15	58	605400023	592062.38000	10663431.37000
2020	284	12	15	59	605400024	592062.25000	10663431.15000
2020	284	12	15	59	605400025	592062.13000	10663430.94000
2020	284	12	15	59	605400026	592062.02000	10663430.74000
2020	284	12	15	59	605400027	592061.90000	10663430.53000
2020	284	12	15	59	605400028	592061.79000	10663430.33000
2020	284	12	15	59	605400029	592061.67000	10663430.12000
2020	284	12	15	59	605400030	592061.56000	10663429.92000
2020	284	12	15	59	605400031	592061.44000	10663429.71000
2020	284	12	16	0	605400032	592061.32000	10663429.51000
2020	284	12	16	0	605400033	592061.17000	10663429.22000
2020	284	12	16	0	605400034	592061.02000	10663428.94000
2020	284	12	16	0	605400035	592060.86000	10663428.66000
2020	284	12	16	0	605400036	592060.71000	10663428.38000
2020	284	12	16	0	605400037	592060.55000	10663428.10000
2020	284	12	16	0	605400038	592060.40000	10663427.82000
2020	284	12	16	1	605400039	592060.25000	10663427.53000
2020	284	12	16	1	605400040	592060.10000	10663427.25000
