YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
2020	285	10	39	2	659160001	592839.06000	10648911.64000
2020	285	10	39	2	659160002	592839.34000	10648911.30000
2020	285	10	39	2	659160003	592839.62000	10648910.96000
2020	285	10	39	2	659160004	592839.90000	10648910.62000
2020	285	10	39	2	659160005	592840.18000	10648910.28000
2020	285	10	39	2	659160006	592840.46000	10648909.94000
2020	285	10	39	2	659160007	592840.74000	10648909.61000
2020	285	10	39	2	659160008	592841.02000	10648909.27000
2020	285	10	39	2	659160009	592841.30000	10648908.93000
2020	285	10	39	2	659160010	592841.58000	10648908.59000
2020	285	10	39	2	659160011	592841.86000	10648908.25000
2020	285	10	39	4	659160012	592842.15000	10648907.92000
2020	285	10	39	4	659160013	592842.38000	10648907.66000
2020	285	10	39	4	659160014	592842.62000	10648907.40000
2020	285	10	39	4	659160015	592842.86000	10648907.14000
2020	285	10	39	4	659160016	592843.09000	10648906.88000
2020	285	10	39	4	659160017	592843.33000	10648906.62000
2020	285	10	39	4	659160018	592843.57000	10648906.36000
2020	285	10	39	5	659160019	592843.81000	10648906.10000
2020	285	10	39	5	659160020	592844.05000	10648905.84000
2020	285	10	39	5	659160021	592844.29000	10648905.58000
2020	285	10	39	5	659160022	592844.54000	10648905.32000
2020	285	10	39	5	659160023	592844.78000	10648905.07000
2020	285	10	39	5	659160024	592845.03000	10648904.81000
2020	285	10	39	5	659160025	592845.27000	10648904.55000
2020	285	10	39	6	659160026	592845.52000	10648904.30000
2020	285	10	39	6	659160027	592845.75000	10648904.04000
2020	285	10	39	6	659160028	592845.99000	10648903.78000
2020	285	10	39	6	659160029	592846.23000	10648903.52000
2020	285	10	39	6	659160030	592846.46000	10648903.26000
2020	285	10	39	6	659160031	592846.70000	10648903.00000
2020	285	10	39	6	659160032	592846.94000	10648902.74000
2020	285	10	39	7	659160033	592847.18000	10648902.49000
2020	285	10	39	7	659160034	592847.39000	10648902.26000
2020	285	10	39	7	659160035	592847.60000	10648902.03000
2020	285	10	39	7	659160036	592847.81000	10648901.80000
2020	285	10	39	7	659160037	592848.02000	10648901.57000
2020	285	10	39	7	659160038	592848.23000	10648901.34000
2020	285	10	39	7	659160039	592848.44000	10648901.11000
2020	285	10	39	7	659160040	592848.65000	10648900.88000
2020	285	10	39	8	659160041	592848.87000	10648900.66000
2020	285	10	39	8	659160042	592849.10000	10648900.39000
