NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
RN2020AN4F0306	2020.09.22	2020	266	16	23	9	1306520001	1379946.93000	10624600.04000
RN2020AN4F0306	2020.09.22	2020	266	16	23	9	1306520002	1379947.23000	10624599.66000
RN2020AN4F0306	2020.09.22	2020	266	16	23	9	1306520003	1379947.53000	10624599.29000
RN2020AN4F0306	2020.09.22	2020	266	16	23	9	1306520004	1379947.83000	10624598.92000
RN2020AN4F0306	2020.09.22	2020	266	16	23	9	1306520005	1379948.13000	10624598.54000
RN2020AN4F0306	2020.09.22	2020	266	16	23	10	1306520006	1379948.43000	10624598.17000
RN2020AN4F0306	2020.09.22	2020	266	16	23	10	1306520007	1379948.74000	10624597.79000
RN2020AN4F0306	2020.09.22	2020	266	16	23	10	1306520008	1379949.03000	10624597.41000
RN2020AN4F0306	2020.09.22	2020	266	16	23	10	1306520009	1379949.34000	10624597.04000
RN2020AN4F0306	2020.09.22	2020	266	16	23	10	1306520010	1379949.64000	10624596.67000
RN2020AN4F0306	2020.09.22	2020	266	16	23	11	1306520011	1379949.94000	10624596.30000
RN2020AN4F0306	2020.09.22	2020	266	16	23	11	1306520012	1379950.13000	10624596.04000
RN2020AN4F0306	2020.09.22	2020	266	16	23	11	1306520013	1379950.31000	10624595.80000
RN2020AN4F0306	2020.09.22	2020	266	16	23	11	1306520014	1379950.50000	10624595.56000
RN2020AN4F0306	2020.09.22	2020	266	16	23	11	1306520015	1379950.69000	10624595.31000
RN2020AN4F0306	2020.09.22	2020	266	16	23	11	1306520016	1379950.88000	10624595.07000
RN2020AN4F0306	2020.09.22	2020	266	16	23	11	1306520017	1379951.07000	10624594.82000
RN2020AN4F0306	2020.09.22	2020	266	16	23	11	1306520018	1379951.26000	10624594.58000
RN2020AN4F0306	2020.09.22	2020	266	16	23	12	1306520019	1379951.45000	10624594.34000
RN2020AN4F0306	2020.09.22	2020	266	16	23	12	1306520020	1379951.66000	10624594.05000
RN2020AN4F0306	2020.09.22	2020	266	16	23	12	1306520021	1379951.89000	10624593.77000
RN2020AN4F0306	2020.09.22	2020	266	16	23	12	1306520022	1379952.11000	10624593.49000
RN2020AN4F0306	2020.09.22	2020	266	16	23	12	1306520023	1379952.33000	10624593.20000
RN2020AN4F0306	2020.09.22	2020	266	16	23	12	1306520024	1379952.56000	10624592.92000
RN2020AN4F0306	2020.09.22	2020	266	16	23	12	1306520025	1379952.78000	10624592.64000
RN2020AN4F0306	2020.09.22	2020	266	16	23	13	1306520026	1379953.01000	10624592.35000
RN2020AN4F0306	2020.09.22	2020	266	16	23	13	1306520027	1379953.20000	10624592.09000
