NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480001	1374924.08000	10620275.76000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480002	1374924.46000	10620275.66000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480003	1374924.85000	10620275.57000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480004	1374925.24000	10620275.47000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480005	1374925.63000	10620275.38000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480006	1374926.01000	10620275.28000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480007	1374926.40000	10620275.19000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480008	1374926.78000	10620275.10000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480009	1374927.17000	10620275.00000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480010	1374927.55000	10620274.91000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480011	1374927.95000	10620274.81000
RN2020AN4F0403	2020.09.22	2020	266	9	42	10	1290480012	1374928.33000	10620274.72000
RN2020AN4F0403	2020.09.22	2020	266	9	42	12	1290480013	1374928.72000	10620274.63000
RN2020AN4F0403	2020.09.22	2020	266	9	42	12	1290480014	1374929.00000	10620274.54000
RN2020AN4F0403	2020.09.22	2020	266	9	42	12	1290480015	1374929.29000	10620274.46000
RN2020AN4F0403	2020.09.22	2020	266	9	42	12	1290480016	1374929.58000	10620274.37000
RN2020AN4F0403	2020.09.22	2020	266	9	42	12	1290480017	1374929.87000	10620274.29000
RN2020AN4F0403	2020.09.22	2020	266	9	42	12	1290480018	1374930.15000	10620274.21000
RN2020AN4F0403	2020.09.22	2020	266	9	42	12	1290480019	1374930.44000	10620274.13000
RN2020AN4F0403	2020.09.22	2020	266	9	42	12	1290480020	1374930.72000	10620274.05000
RN2020AN4F0403	2020.09.22	2020	266	9	42	13	1290480021	1374931.02000	10620273.97000
RN2020AN4F0403	2020.09.22	2020	266	9	42	13	1290480022	1374931.28000	10620273.88000
RN2020AN4F0403	2020.09.22	2020	266	9	42	13	1290480023	1374931.55000	10620273.80000
RN2020AN4F0403	2020.09.22	2020	266	9	42	13	1290480024	1374931.82000	10620273.71000
RN2020AN4F0403	2020.09.22	2020	266	9	42	13	1290480025	1374932.09000	10620273.64000
RN2020AN4F0403	2020.09.22	2020	266	9	42	13	1290480026	1374932.36000	10620273.55000
RN2020AN4F0403	2020.09.22	2020	266	9	42	13	1290480027	1374932.63000	10620273.47000
RN2020AN4F0403	2020.09.22	2020	266	9	42	13	1290480028	1374932.90000	10620273.39000
RN2020AN4F0403	2020.09.22	2020	266	9	42	14	1290480029	1374933.18000	10620273.30000
RN2020AN4F0403	2020.09.22	2020	266	9	42	14	1290480030	1374933.42000	10620273.23000
RN2020AN4F0403	2020.09.22	2020	266	9	42	14	1290480031	1374933.68000	10620273.15000
RN2020AN4F0403	2020.09.22	2020	266	9	42	14	1290480032	1374933.94000	10620273.07000
RN2020AN4F0403	2020.09.22	2020	266	9	42	14	1290480033	1374934.20000	10620272.98000
RN2020AN4F0403	2020.09.22	2020	266	9	42	14	1290480034	1374934.46000	10620272.91000
RN2020AN4F0403	2020.09.22	2020	266	9	42	14	1290480035	1374934.72000	10620272.83000
RN2020AN4F0403	2020.09.22	2020	266	9	42	14	1290480036	1374934.98000	10620272.75000
RN2020AN4F0403	2020.09.22	2020	266	9	42	15	1290480037	1374935.24000	10620272.68000
RN2020AN4F0403	2020.09.22	2020	266	9	42	15	1290480038	1374935.50000	10620272.60000
RN2020AN4F0403	2020.09.22	2020	266	9	42	15	1290480039	1374935.75000	10620272.53000
RN2020AN4F0403	2020.09.22	2020	266	9	42	15	1290480040	1374936.01000	10620272.46000
RN2020AN4F0403	2020.09.22	2020	266	9	42	15	1290480041	1374936.27000	10620272.39000
RN2020AN4F0403	2020.09.22	2020	266	9	42	15	1290480042	1374936.53000	10620272.31000
RN2020AN4F0403	2020.09.22	2020	266	9	42	15	1290480043	1374936.78000	10620272.24000
RN2020AN4F0403	2020.09.22	2020	266	9	42	15	1290480044	1374937.04000	10620272.17000
RN2020AN4F0403	2020.09.22	2020	266	9	42	16	1290480045	1374937.31000	10620272.10000
RN2020AN4F0403	2020.09.22	2020	266	9	42	16	1290480046	1374937.58000	10620272.02000
RN2020AN4F0403	2020.09.22	2020	266	9	42	16	1290480047	1374937.85000	10620271.95000
RN2020AN4F0403	2020.09.22	2020	266	9	42	16	1290480048	1374938.13000	10620271.87000
RN2020AN4F0403	2020.09.22	2020	266	9	42	16	1290480049	1374938.39000	10620271.80000
RN2020AN4F0403	2020.09.22	2020	266	9	42	16	1290480050	1374938.66000	10620271.73000
RN2020AN4F0403	2020.09.22	2020	266	9	42	16	1290480051	1374938.94000	10620271.65000
RN2020AN4F0403	2020.09.22	2020	266	9	42	16	1290480052	1374939.21000	10620271.58000
RN2020AN4F0403	2020.09.22	2020	266	9	42	17	1290480053	1374939.49000	10620271.51000
RN2020AN4F0403	2020.09.22	2020	266	9	42	17	1290480054	1374939.77000	10620271.42000
RN2020AN4F0403	2020.09.22	2020	266	9	42	17	1290480055	1374940.06000	10620271.34000
RN2020AN4F0403	2020.09.22	2020	266	9	42	17	1290480056	1374940.35000	10620271.26000
RN2020AN4F0403	2020.09.22	2020	266	9	42	17	1290480057	1374940.65000	10620271.18000
RN2020AN4F0403	2020.09.22	2020	266	9	42	17	1290480058	1374940.93000	10620271.09000
RN2020AN4F0403	2020.09.22	2020	266	9	42	17	1290480059	1374941.22000	10620271.01000
RN2020AN4F0403	2020.09.22	2020	266	9	42	17	1290480060	1374941.51000	10620270.93000
RN2020AN4F0403	2020.09.22	2020	266	9	42	18	1290480061	1374941.81000	10620270.85000
RN2020AN4F0403	2020.09.22	2020	266	9	42	18	1290480062	1374942.09000	10620270.76000
