NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880001	1383282.21000	10618209.88000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880002	1383282.65000	10618209.77000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880003	1383283.10000	10618209.66000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880004	1383283.54000	10618209.55000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880005	1383283.99000	10618209.44000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880006	1383284.43000	10618209.34000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880007	1383284.88000	10618209.23000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880008	1383285.31000	10618209.12000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880009	1383285.76000	10618209.01000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880010	1383286.20000	10618208.91000
RN2020AN4F0403	2020.09.22	2020	266	10	42	10	1292880011	1383286.65000	10618208.80000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880012	1383287.10000	10618208.70000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880013	1383287.37000	10618208.61000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880014	1383287.64000	10618208.53000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880015	1383287.91000	10618208.46000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880016	1383288.18000	10618208.38000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880017	1383288.45000	10618208.30000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880018	1383288.72000	10618208.23000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880019	1383288.99000	10618208.15000
RN2020AN4F0403	2020.09.22	2020	266	10	42	12	1292880020	1383289.26000	10618208.07000
RN2020AN4F0403	2020.09.22	2020	266	10	42	13	1292880021	1383289.54000	10618207.99000
RN2020AN4F0403	2020.09.22	2020	266	10	42	13	1292880022	1383289.83000	10618207.92000
RN2020AN4F0403	2020.09.22	2020	266	10	42	13	1292880023	1383290.12000	10618207.84000
RN2020AN4F0403	2020.09.22	2020	266	10	42	13	1292880024	1383290.41000	10618207.76000
RN2020AN4F0403	2020.09.22	2020	266	10	42	13	1292880025	1383290.70000	10618207.68000
RN2020AN4F0403	2020.09.22	2020	266	10	42	13	1292880026	1383290.99000	10618207.60000
RN2020AN4F0403	2020.09.22	2020	266	10	42	13	1292880027	1383291.29000	10618207.52000
RN2020AN4F0403	2020.09.22	2020	266	10	42	13	1292880028	1383291.58000	10618207.44000
RN2020AN4F0403	2020.09.22	2020	266	10	42	14	1292880029	1383291.87000	10618207.37000
RN2020AN4F0403	2020.09.22	2020	266	10	42	14	1292880030	1383292.15000	10618207.30000
RN2020AN4F0403	2020.09.22	2020	266	10	42	14	1292880031	1383292.43000	10618207.22000
RN2020AN4F0403	2020.09.22	2020	266	10	42	14	1292880032	1383292.71000	10618207.16000
RN2020AN4F0403	2020.09.22	2020	266	10	42	14	1292880033	1383292.99000	10618207.09000
RN2020AN4F0403	2020.09.22	2020	266	10	42	14	1292880034	1383293.26000	10618207.01000
RN2020AN4F0403	2020.09.22	2020	266	10	42	14	1292880035	1383293.53000	10618206.94000
RN2020AN4F0403	2020.09.22	2020	266	10	42	14	1292880036	1383293.81000	10618206.87000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880037	1383294.10000	10618206.81000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880038	1383294.34000	10618206.74000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880039	1383294.59000	10618206.69000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880040	1383294.84000	10618206.64000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880041	1383295.09000	10618206.58000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880042	1383295.34000	10618206.52000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880043	1383295.59000	10618206.47000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880044	1383295.84000	10618206.41000
RN2020AN4F0403	2020.09.22	2020	266	10	42	15	1292880045	1383296.09000	10618206.36000
RN2020AN4F0403	2020.09.22	2020	266	10	42	16	1292880046	1383296.34000	10618206.31000
RN2020AN4F0403	2020.09.22	2020	266	10	42	16	1292880047	1383296.64000	10618206.24000
RN2020AN4F0403	2020.09.22	2020	266	10	42	16	1292880048	1383296.94000	10618206.17000
RN2020AN4F0403	2020.09.22	2020	266	10	42	16	1292880049	1383297.23000	10618206.11000
