NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480001	1378873.30000	10619251.51000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480002	1378872.95000	10619251.82000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480003	1378872.60000	10619252.14000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480004	1378872.26000	10619252.46000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480005	1378871.92000	10619252.77000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480006	1378871.58000	10619253.09000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480007	1378871.24000	10619253.42000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480008	1378870.90000	10619253.73000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480009	1378870.56000	10619254.05000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480010	1378870.22000	10619254.37000
RN2020AN4F0101	2020.09.22	2020	266	6	47	57	1283480011	1378869.87000	10619254.68000
RN2020AN4F0101	2020.09.22	2020	266	6	47	59	1283480012	1378869.53000	10619255.01000
RN2020AN4F0101	2020.09.22	2020	266	6	47	59	1283480013	1378869.30000	10619255.23000
RN2020AN4F0101	2020.09.22	2020	266	6	47	59	1283480014	1378869.06000	10619255.45000
RN2020AN4F0101	2020.09.22	2020	266	6	47	59	1283480015	1378868.84000	10619255.67000
RN2020AN4F0101	2020.09.22	2020	266	6	47	59	1283480016	1378868.60000	10619255.90000
RN2020AN4F0101	2020.09.22	2020	266	6	47	59	1283480017	1378868.38000	10619256.12000
RN2020AN4F0101	2020.09.22	2020	266	6	47	59	1283480018	1378868.14000	10619256.34000
RN2020AN4F0101	2020.09.22	2020	266	6	47	59	1283480019	1378867.92000	10619256.56000
RN2020AN4F0101	2020.09.22	2020	266	6	48	0	1283480020	1378867.70000	10619256.79000
RN2020AN4F0101	2020.09.22	2020	266	6	48	0	1283480021	1378867.48000	10619256.99000
RN2020AN4F0101	2020.09.22	2020	266	6	48	0	1283480022	1378867.26000	10619257.20000
RN2020AN4F0101	2020.09.22	2020	266	6	48	0	1283480023	1378867.04000	10619257.41000
RN2020AN4F0101	2020.09.22	2020	266	6	48	0	1283480024	1378866.82000	10619257.62000
RN2020AN4F0101	2020.09.22	2020	266	6	48	0	1283480025	1378866.60000	10619257.82000
RN2020AN4F0101	2020.09.22	2020	266	6	48	0	1283480026	1378866.38000	10619258.03000
RN2020AN4F0101	2020.09.22	2020	266	6	48	0	1283480027	1378866.16000	10619258.24000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480028	1378865.95000	10619258.46000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480029	1378865.76000	10619258.62000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480030	1378865.57000	10619258.79000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480031	1378865.39000	10619258.96000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480032	1378865.20000	10619259.14000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480033	1378865.01000	10619259.31000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480034	1378864.82000	10619259.48000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480035	1378864.63000	10619259.66000
RN2020AN4F0101	2020.09.22	2020	266	6	48	1	1283480036	1378864.45000	10619259.83000
RN2020AN4F0101	2020.09.22	2020	266	6	48	2	1283480037	1378864.26000	10619260.00000
RN2020AN4F0101	2020.09.22	2020	266	6	48	2	1283480038	1378864.04000	10619260.21000
RN2020AN4F0101	2020.09.22	2020	266	6	48	2	1283480039	1378863.82000	10619260.40000
RN2020AN4F0101	2020.09.22	2020	266	6	48	2	1283480040	1378863.60000	10619260.61000
RN2020AN4F0101	2020.09.22	2020	266	6	48	2	1283480041	1378863.38000	10619260.81000
RN2020AN4F0101	2020.09.22	2020	266	6	48	2	1283480042	1378863.17000	10619261.01000
RN2020AN4F0101	2020.09.22	2020	266	6	48	2	1283480043	1378862.95000	10619261.23000
RN2020AN4F0101	2020.09.22	2020	266	6	48	2	1283480044	1378862.73000	10619261.43000
RN2020AN4F0101	2020.09.22	2020	266	6	48	3	1283480045	1378862.52000	10619261.64000
RN2020AN4F0101	2020.09.22	2020	266	6	48	3	1283480046	1378862.31000	10619261.83000
RN2020AN4F0101	2020.09.22	2020	266	6	48	3	1283480047	1378862.11000	10619262.03000
RN2020AN4F0101	2020.09.22	2020	266	6	48	3	1283480048	1378861.92000	10619262.23000
