NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
20AN4F04	22.09.2020	2020	266	9	45	30	8	1375329.24	10620174.3
20AN4F04	22.09.2020	2020	266	9	45	32	10	1375334.003	10620173.01
20AN4F04	22.09.2020	2020	266	9	45	34	13	1375338.821	10620171.88
20AN4F04	22.09.2020	2020	266	9	45	36	15	1375343.667	10620170.79
20AN4F04	22.09.2020	2020	266	9	45	38	18	1375348.465	10620169.69
20AN4F04	22.09.2020	2020	266	9	45	40	20	1375353.273	10620168.58
20AN4F04	22.09.2020	2020	266	9	45	42	23	1375358.108	10620167.47
20AN4F04	22.09.2020	2020	266	9	45	44	25	1375362.932	10620166.37
20AN4F04	22.09.2020	2020	266	9	45	46	28	1375367.741	10620165.28
20AN4F04	22.09.2020	2020	266	9	45	48	30	1375372.585	10620164.15
20AN4F04	22.09.2020	2020	266	9	45	50	33	1375377.464	10620163.02
20AN4F04	22.09.2020	2020	266	9	45	52	35	1375382.299	10620161.89
20AN4F04	22.09.2020	2020	266	9	45	54	38	1375387.114	10620160.77
20AN4F04	22.09.2020	2020	266	9	45	56	40	1375391.946	10620159.63
20AN4F04	22.09.2020	2020	266	9	45	58	43	1375396.808	10620158.52
20AN4F04	22.09.2020	2020	266	9	46	0	45	1375401.599	10620157.43
20AN4F04	22.09.2020	2020	266	9	46	2	48	1375406.385	10620156.31
20AN4F04	22.09.2020	2020	266	9	46	4	50	1375411.228	10620155.23
20AN4F04	22.09.2020	2020	266	9	46	6	53	1375416.049	10620154.15
20AN4F04	22.09.2020	2020	266	9	46	8	55	1375420.791	10620153.05
20AN4F04	22.09.2020	2020	266	9	46	10	57	1375425.506	10620151.95
20AN4F04	22.09.2020	2020	266	9	46	12	60	1375430.197	10620150.82
20AN4F04	22.09.2020	2020	266	9	46	14	62	1375434.896	10620149.64
20AN4F04	22.09.2020	2020	266	9	46	16	65	1375439.605	10620148.44
20AN4F04	22.09.2020	2020	266	9	46	18	67	1375444.314	10620147.25
20AN4F04	22.09.2020	2020	266	9	46	20	70	1375449.087	10620146.08
20AN4F04	22.09.2020	2020	266	9	46	22	72	1375453.94	10620144.93
20AN4F04	22.09.2020	2020	266	9	46	24	75	1375458.785	10620143.85
20AN4F04	22.09.2020	2020	266	9	46	26	77	1375463.585	10620142.79
20AN4F04	22.09.2020	2020	266	9	46	28	79	1375468.415	10620141.76
20AN4F04	22.09.2020	2020	266	9	46	30	82	1375473.289	10620140.71
20AN4F04	22.09.2020	2020	266	9	46	32	84	1375478.102	10620139.59
20AN4F04	22.09.2020	2020	266	9	46	34	87	1375482.945	10620138.5
20AN4F04	22.09.2020	2020	266	9	46	36	89	1375487.791	10620137.43
20AN4F04	22.09.2020	2020	266	9	46	38	92	1375492.595	10620136.2
20AN4F04	22.09.2020	2020	266	9	46	40	94	1375497.416	10620135.02
20AN4F04	22.09.2020	2020	266	9	46	42	97	1375502.185	10620133.86
20AN4F04	22.09.2020	2020	266	9	46	44	99	1375507.008	10620132.72
20AN4F04	22.09.2020	2020	266	9	46	46	102	1375511.791	10620131.48
20AN4F04	22.09.2020	2020	266	9	46	48	104	1375516.615	10620130.29
20AN4F04	22.09.2020	2020	266	9	46	50	107	1375521.47	10620129.15
