NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
20AN4F01	22.09.2020	2020	266	5	47	54	10	1384891.043	10613692.1
20AN4F01	22.09.2020	2020	266	5	47	56	12	1384888.207	10613694.96
20AN4F01	22.09.2020	2020	266	5	47	58	14	1384885.382	10613697.75
20AN4F01	22.09.2020	2020	266	5	48	0	16	1384882.615	10613700.6
20AN4F01	22.09.2020	2020	266	5	48	2	18	1384879.814	10613703.39
20AN4F01	22.09.2020	2020	266	5	48	4	20	1384877.031	10613706.2
20AN4F01	22.09.2020	2020	266	5	48	6	22	1384874.274	10613709.06
20AN4F01	22.09.2020	2020	266	5	48	8	24	1384871.525	10613711.89
20AN4F01	22.09.2020	2020	266	5	48	10	26	1384868.725	10613714.68
20AN4F01	22.09.2020	2020	266	5	48	12	28	1384865.982	10613717.49
20AN4F01	22.09.2020	2020	266	5	48	14	30	1384863.233	10613720.3
20AN4F01	22.09.2020	2020	266	5	48	16	32	1384860.426	10613723.08
20AN4F01	22.09.2020	2020	266	5	48	18	34	1384857.652	10613725.88
20AN4F01	22.09.2020	2020	266	5	48	20	36	1384854.851	10613728.65
20AN4F01	22.09.2020	2020	266	5	48	22	38	1384851.995	10613731.41
20AN4F01	22.09.2020	2020	266	5	48	24	40	1384849.135	10613734.19
20AN4F01	22.09.2020	2020	266	5	48	26	42	1384846.281	10613736.96
20AN4F01	22.09.2020	2020	266	5	48	28	44	1384843.395	10613739.7
20AN4F01	22.09.2020	2020	266	5	48	30	46	1384840.485	10613742.45
20AN4F01	22.09.2020	2020	266	5	48	32	48	1384837.625	10613745.16
20AN4F01	22.09.2020	2020	266	5	48	34	50	1384834.722	10613747.88
20AN4F01	22.09.2020	2020	266	5	48	36	52	1384831.818	10613750.61
20AN4F01	22.09.2020	2020	266	5	48	38	54	1384828.925	10613753.3
20AN4F01	22.09.2020	2020	266	5	48	40	56	1384826	10613756
20AN4F01	22.09.2020	2020	266	5	48	42	58	1384823.125	10613758.67
20AN4F01	22.09.2020	2020	266	5	48	44	59	1384820.216	10613761.37
20AN4F01	22.09.2020	2020	266	5	48	46	61	1384817.347	10613764.02
20AN4F01	22.09.2020	2020	266	5	48	48	63	1384814.466	10613766.66
20AN4F01	22.09.2020	2020	266	5	48	50	65	1384811.592	10613769.28
20AN4F01	22.09.2020	2020	266	5	48	52	67	1384808.73	10613771.93
20AN4F01	22.09.2020	2020	266	5	48	54	69	1384805.825	10613774.59
20AN4F01	22.09.2020	2020	266	5	48	56	71	1384802.941	10613777.21
20AN4F01	22.09.2020	2020	266	5	48	58	73	1384800.055	10613779.9
20AN4F01	22.09.2020	2020	266	5	49	0	75	1384797.189	10613782.57
20AN4F01	22.09.2020	2020	266	5	49	2	77	1384794.305	10613785.24
20AN4F01	22.09.2020	2020	266	5	49	4	79	1384791.459	10613787.87
20AN4F01	22.09.2020	2020	266	5	49	6	81	1384788.617	10613790.52
20AN4F01	22.09.2020	2020	266	5	49	8	83	1384785.761	10613793.12
20AN4F01	22.09.2020	2020	266	5	49	10	85	1384782.948	10613795.73
20AN4F01	22.09.2020	2020	266	5	49	12	87	1384780.115	10613798.36
20AN4F01	22.09.2020	2020	266	5	49	14	89	1384777.29	10613800.94
20AN4F01	22.09.2020	2020	266	5	49	16	91	1384774.454	10613803.53
20AN4F01	22.09.2020	2020	266	5	49	18	93	1384771.645	10613806.16
20AN4F01	22.09.2020	2020	266	5	49	20	94	1384768.788	10613808.77
20AN4F01	22.09.2020	2020	266	5	49	22	96	1384765.945	10613811.37
20AN4F01	22.09.2020	2020	266	5	49	24	98	1384763.106	10613814
20AN4F01	22.09.2020	2020	266	5	49	26	100	1384760.252	10613816.69
20AN4F01	22.09.2020	2020	266	5	49	28	102	1384757.389	10613819.33
20AN4F01	22.09.2020	2020	266	5	49	30	104	1384754.584	10613822.05
20AN4F01	22.09.2020	2020	266	5	49	32	106	1384751.756	10613824.82
20AN4F01	22.09.2020	2020	266	5	49	34	108	1384748.908	10613827.54
20AN4F01	22.09.2020	2020	266	5	49	36	110	1384746.046	10613830.27
20AN4F01	22.09.2020	2020	266	5	49	38	112	1384743.165	10613833.01
20AN4F01	22.09.2020	2020	266	5	49	40	114	1384740.237	10613835.74
20AN4F01	22.09.2020	2020	266	5	49	42	116	1384737.275	10613838.39
20AN4F01	22.09.2020	2020	266	5	49	44	118	1384734.345	10613841.12
20AN4F01	22.09.2020	2020	266	5	49	46	120	1384731.367	10613843.8
20AN4F01	22.09.2020	2020	266	5	49	48	122	1384728.416	10613846.48
20AN4F01	22.09.2020	2020	266	5	49	50	124	1384725.441	10613849.18
20AN4F01	22.09.2020	2020	266	5	49	52	126	1384722.467	10613851.88
20AN4F01	22.09.2020	2020	266	5	49	54	128	1384719.472	10613854.58
20AN4F01	22.09.2020	2020	266	5	49	56	130	1384716.472	10613857.27
20AN4F01	22.09.2020	2020	266	5	49	58	132	1384713.445	10613860.01
20AN4F01	22.09.2020	2020	266	5	50	0	134	1384710.448	10613862.76
