NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
20AN2F03	28.09.2020	2020	272	5	47	26	9	965438.2333	10721697.12
20AN2F03	28.09.2020	2020	272	5	47	28	11	965434.13	10721698.15
20AN2F03	28.09.2020	2020	272	5	47	31	14	965427.5633	10721699.9
20AN2F03	28.09.2020	2020	272	5	47	32	16	965425.34	10721700.44
20AN2F03	28.09.2020	2020	272	5	47	34	18	965420.9064	10721701.5
20AN2F03	28.09.2020	2020	272	5	47	36	20	965416.3936	10721702.48
20AN2F03	28.09.2020	2020	272	5	47	38	22	965411.86	10721703.47
20AN2F03	28.09.2020	2020	272	5	47	40	25	965407.3636	10721704.43
20AN2F03	28.09.2020	2020	272	5	47	42	27	965402.7991	10721705.39
20AN2F03	28.09.2020	2020	272	5	47	44	29	965398.2218	10721706.35
20AN2F03	28.09.2020	2020	272	5	47	46	32	965393.6609	10721707.45
20AN2F03	28.09.2020	2020	272	5	47	48	34	965389.1309	10721708.48
20AN2F03	28.09.2020	2020	272	5	47	50	36	965384.5873	10721709.44
20AN2F03	28.09.2020	2020	272	5	47	52	39	965380.0491	10721710.44
20AN2F03	28.09.2020	2020	272	5	47	54	41	965375.4091	10721711.44
20AN2F03	28.09.2020	2020	272	5	47	56	43	965370.7664	10721712.43
20AN2F03	28.09.2020	2020	272	5	47	58	46	965366.1373	10721713.41
20AN2F03	28.09.2020	2020	272	5	48	0	48	965361.4855	10721714.34
20AN2F03	28.09.2020	2020	272	5	48	2	51	965356.7736	10721715.31
20AN2F03	28.09.2020	2020	272	5	48	4	53	965352.1118	10721716.2
20AN2F03	28.09.2020	2020	272	5	48	6	55	965347.5109	10721717.06
20AN2F03	28.09.2020	2020	272	5	48	8	58	965342.8182	10721717.79
20AN2F03	28.09.2020	2020	272	5	48	10	60	965338.24	10721718.49
20AN2F03	28.09.2020	2020	272	5	48	12	62	965333.6446	10721719.22
20AN2F03	28.09.2020	2020	272	5	48	14	65	965328.9836	10721720
20AN2F03	28.09.2020	2020	272	5	48	16	67	965324.3146	10721720.78
20AN2F03	28.09.2020	2020	272	5	48	18	69	965319.69	10721721.57
20AN2F03	28.09.2020	2020	272	5	48	20	72	965315.0346	10721722.4
20AN2F03	28.09.2020	2020	272	5	48	22	74	965310.35	10721723.35
20AN2F03	28.09.2020	2020	272	5	48	24	77	965305.6809	10721724.29
20AN2F03	28.09.2020	2020	272	5	48	26	79	965301.0882	10721725.28
20AN2F03	28.09.2020	2020	272	5	48	28	81	965296.5518	10721726.33
20AN2F03	28.09.2020	2020	272	5	48	30	84	965292.0218	10721727.4
20AN2F03	28.09.2020	2020	272	5	48	32	86	965287.4591	10721728.53
20AN2F03	28.09.2020	2020	272	5	48	34	88	965282.9909	10721729.74
20AN2F03	28.09.2020	2020	272	5	48	36	91	965278.5091	10721730.87
20AN2F03	28.09.2020	2020	272	5	48	38	93	965274.0846	10721732.03
20AN2F03	28.09.2020	2020	272	5	48	40	95	965269.5664	10721733.16
20AN2F03	28.09.2020	2020	272	5	48	42	98	965265.0555	10721734.41
20AN2F03	28.09.2020	2020	272	5	48	44	100	965260.59	10721735.55
20AN2F03	28.09.2020	2020	272	5	48	46	102	965256.0882	10721736.69
20AN2F03	28.09.2020	2020	272	5	48	48	104	965251.5173	10721737.9
20AN2F03	28.09.2020	2020	272	5	48	50	107	965246.9227	10721739.14
20AN2F03	28.09.2020	2020	272	5	48	52	109	965242.4791	10721740.45
20AN2F03	28.09.2020	2020	272	5	48	54	112	965237.9355	10721741.69
20AN2F03	28.09.2020	2020	272	5	48	56	114	965233.3473	10721742.96
20AN2F03	28.09.2020	2020	272	5	48	58	116	965228.9664	10721744.22
20AN2F03	28.09.2020	2020	272	5	49	0	119	965224.4073	10721745.59
