YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	284	11	16	30	9	593569.87000	10664321.10333
2020	284	11	16	32	12	593565.82800	10664318.72800
2020	284	11	16	34	14	593561.54714	10664316.45143
2020	284	11	16	36	16	593557.28727	10664314.35455
2020	284	11	16	38	19	593553.06545	10664312.03818
2020	284	11	16	40	21	593548.91000	10664309.76909
2020	284	11	16	42	23	593544.80909	10664307.43091
2020	284	11	16	44	26	593540.76909	10664304.87182
2020	284	11	16	46	28	593536.78636	10664302.16364
2020	284	11	16	48	31	593532.86273	10664299.41818
2020	284	11	16	50	33	593528.87909	10664296.67091
2020	284	11	16	52	36	593525.09818	10664293.55727
2020	284	11	16	54	38	593521.29636	10664290.45727
2020	284	11	16	56	40	593517.52727	10664287.28909
2020	284	11	16	58	43	593513.70909	10664284.12273
2020	284	11	17	0	45	593509.96091	10664280.87636
2020	284	11	17	2	48	593506.13909	10664277.69000
2020	284	11	17	4	50	593502.33818	10664274.49455
2020	284	11	17	6	53	593498.47182	10664271.39909
2020	284	11	17	8	55	593494.63273	10664268.36273
2020	284	11	17	10	58	593490.72636	10664265.32000
2020	284	11	17	12	60	593486.79091	10664262.31545
2020	284	11	17	14	63	593482.79818	10664259.42636
2020	284	11	17	16	65	593478.71273	10664256.65727
2020	284	11	17	18	68	593474.60000	10664253.84091
2020	284	11	17	20	70	593470.48545	10664251.15364
2020	284	11	17	22	73	593466.28727	10664248.61818
2020	284	11	17	24	75	593462.08364	10664246.10727
2020	284	11	17	26	77	593457.82636	10664243.65273
2020	284	11	17	28	80	593453.61364	10664241.17455
2020	284	11	17	30	82	593449.33636	10664238.79000
2020	284	11	17	32	85	593445.07091	10664236.33727
2020	284	11	17	34	87	593440.79727	10664233.95091
2020	284	11	17	36	90	593436.56455	10664231.55364
2020	284	11	17	38	92	593432.30636	10664229.15636
2020	284	11	17	40	95	593427.97818	10664226.90545
2020	284	11	17	42	97	593423.74000	10664224.57909
2020	284	11	17	44	99	593419.49455	10664222.22455
2020	284	11	17	46	102	593415.18091	10664219.93909
2020	284	11	17	48	104	593410.92727	10664217.54182
2020	284	11	17	50	107	593406.69818	10664215.11909
2020	284	11	17	52	109	593402.48818	10664212.67727
2020	284	11	17	54	112	593398.23545	10664210.20182
2020	284	11	17	56	114	593394.12455	10664207.61273
2020	284	11	17	58	117	593390.01000	10664205.01364
2020	284	11	18	0	119	593385.93636	10664202.33909
2020	284	11	18	2	121	593381.90273	10664199.54818
2020	284	11	18	4	124	593377.86818	10664196.75818
2020	284	11	18	6	126	593373.82727	10664194.03182
2020	284	11	18	8	129	593369.72545	10664191.23545
2020	284	11	18	10	131	593365.67455	10664188.63545
2020	284	11	18	12	134	593361.59091	10664185.93727
2020	284	11	18	14	136	593357.48364	10664183.29091
2020	284	11	18	16	138	593353.40818	10664180.66182
2020	284	11	18	18	141	593349.31545	10664178.07182
2020	284	11	18	20	143	593345.27818	10664175.31364
2020	284	11	18	22	146	593341.24091	10664172.55091
2020	284	11	18	24	148	593337.12636	10664169.96636
2020	284	11	18	26	151	593333.06636	10664167.32000
2020	284	11	18	28	153	593329.09818	10664164.44000
2020	284	11	18	30	156	593325.05091	10664161.76364
2020	284	11	18	32	158	593321.00636	10664159.10545
2020	284	11	18	34	160	593316.99727	10664156.33364
2020	284	11	18	36	163	593313.00273	10664153.66455
2020	284	11	18	38	165	593308.91273	10664151.17364
2020	284	11	18	40	168	593304.80182	10664148.74091
2020	284	11	18	42	170	593300.75091	10664146.19091
2020	284	11	18	44	172	593296.71545	10664143.63455
2020	284	11	18	46	175	593292.63455	10664141.19273
2020	284	11	18	48	177	593288.59364	10664138.56182
2020	284	11	18	50	180	593284.54545	10664136.00182
2020	284	11	18	52	182	593280.42727	10664133.53909
2020	284	11	18	54	184	593276.23818	10664131.18273
2020	284	11	18	56	187	593272.06455	10664128.87273
2020	284	11	18	58	189	593267.87364	10664126.52455
2020	284	11	19	0	192	593263.59636	10664124.33091
2020	284	11	19	2	194	593259.40364	10664122.00636
2020	284	11	19	4	196	593255.30091	10664119.64545
2020	284	11	19	6	199	593251.08545	10664117.43455
2020	284	11	19	8	201	593246.91455	10664115.14818
2020	284	11	19	10	203	593242.74273	10664112.92636
2020	284	11	19	12	206	593238.58273	10664110.70545
2020	284	11	19	14	208	593234.43455	10664108.46273
2020	284	11	19	16	211	593230.27909	10664106.13000
2020	284	11	19	18	213	593226.25909	10664103.66091
2020	284	11	19	20	215	593222.19455	10664101.22455
2020	284	11	19	22	218	593218.21545	10664098.62091
