YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	283	18	31	30	8	615969.86000	10649258.10000
2020	283	18	31	32	10	615967.40333	10649262.06333
2020	283	18	31	34	13	615964.23143	10649266.24571
2020	283	18	31	36	16	615961.22556	10649270.48667
2020	283	18	31	38	18	615958.13545	10649274.74909
2020	283	18	31	40	21	615955.02818	10649279.14909
2020	283	18	31	42	24	615952.07091	10649283.49273
2020	283	18	31	44	26	615949.13909	10649287.84273
2020	283	18	31	46	29	615946.12182	10649292.29909
2020	283	18	31	48	31	615943.23091	10649296.71818
2020	283	18	31	50	34	615940.46000	10649301.05545
2020	283	18	31	52	37	615937.61455	10649305.34000
2020	283	18	31	54	39	615934.68455	10649309.83455
2020	283	18	31	56	42	615931.79636	10649314.13455
2020	283	18	31	58	45	615928.75727	10649318.44273
2020	283	18	32	0	47	615925.76636	10649322.82182
2020	283	18	32	2	50	615922.73818	10649327.15091
2020	283	18	32	4	52	615919.64364	10649331.48273
2020	283	18	32	6	55	615916.67091	10649335.84000
2020	283	18	32	8	58	615913.84091	10649340.23455
2020	283	18	32	10	60	615910.81455	10649344.58909
2020	283	18	32	12	63	615907.82545	10649348.96818
2020	283	18	32	14	66	615904.95364	10649353.43636
2020	283	18	32	16	68	615901.99182	10649357.70727
2020	283	18	32	18	71	615898.94727	10649361.92273
2020	283	18	32	20	74	615896.02364	10649366.34636
2020	283	18	32	22	76	615893.17000	10649370.61727
2020	283	18	32	24	79	615890.26182	10649374.87455
2020	283	18	32	26	81	615887.44818	10649379.28455
2020	283	18	32	28	84	615884.67182	10649383.85182
2020	283	18	32	30	87	615881.86182	10649388.34455
2020	283	18	32	32	89	615879.09909	10649392.77091
2020	283	18	32	34	92	615876.23455	10649397.33182
2020	283	18	32	36	95	615873.35909	10649401.82455
2020	283	18	32	38	97	615870.48000	10649406.24364
2020	283	18	32	40	100	615867.50727	10649410.63455
2020	283	18	32	42	103	615864.52727	10649415.04091
2020	283	18	32	44	105	615861.54455	10649419.45273
2020	283	18	32	46	108	615858.57091	10649423.80182
2020	283	18	32	48	110	615855.57091	10649428.10000
2020	283	18	32	50	113	615852.59909	10649432.40818
2020	283	18	32	52	116	615849.74909	10649436.67091
2020	283	18	32	54	118	615846.84818	10649440.95091
2020	283	18	32	56	121	615843.89182	10649445.22727
2020	283	18	32	58	123	615841.02364	10649449.55545
2020	283	18	33	0	126	615838.23455	10649453.75091
2020	283	18	33	2	129	615835.19909	10649458.10000
2020	283	18	33	4	131	615832.15182	10649462.37909
2020	283	18	33	6	134	615829.21636	10649466.61091
2020	283	18	33	8	136	615826.15000	10649470.76545
2020	283	18	33	10	139	615822.92364	10649475.05545
2020	283	18	33	12	142	615819.85909	10649479.24455
2020	283	18	33	14	144	615816.80091	10649483.27545
2020	283	18	33	16	147	615813.64273	10649487.41455
2020	283	18	33	18	149	615810.45091	10649491.69909
2020	283	18	33	20	152	615807.35545	10649495.86000
2020	283	18	33	22	155	615804.21091	10649500.01273
2020	283	18	33	24	157	615801.07182	10649504.20818
2020	283	18	33	26	160	615797.90273	10649508.42091
2020	283	18	33	28	162	615794.79000	10649512.51636
