YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	285	11	44	39	28	595360.21000	10644740.86545
2020	285	11	44	41	31	595364.28818	10644743.49273
2020	285	11	44	43	33	595368.41182	10644746.19455
2020	285	11	44	45	36	595372.49091	10644748.97273
2020	285	11	44	47	38	595376.50909	10644751.70545
2020	285	11	44	49	40	595380.55091	10644754.45000
2020	285	11	44	51	43	595384.60455	10644757.24182
2020	285	11	44	53	45	595388.65000	10644760.03364
2020	285	11	44	55	48	595392.72545	10644762.78091
2020	285	11	44	57	50	595396.78273	10644765.54636
2020	285	11	44	59	53	595400.83273	10644768.36091
2020	285	11	45	1	55	595404.90818	10644771.21909
2020	285	11	45	3	58	595408.96545	10644774.05727
2020	285	11	45	5	60	595412.86364	10644776.89545
2020	285	11	45	7	63	595416.76545	10644779.77455
2020	285	11	45	9	65	595420.74091	10644782.73455
2020	285	11	45	11	67	595424.67727	10644785.62727
2020	285	11	45	13	70	595428.51000	10644788.53909
2020	285	11	45	15	72	595432.44364	10644791.52636
2020	285	11	45	17	75	595436.34818	10644794.48545
2020	285	11	45	19	77	595440.25818	10644797.42091
2020	285	11	45	21	80	595444.18909	10644800.27636
2020	285	11	45	23	82	595448.07273	10644803.17182
2020	285	11	45	25	85	595452.01091	10644806.08455
2020	285	11	45	27	87	595455.90818	10644809.03273
2020	285	11	45	29	89	595459.79273	10644811.95364
2020	285	11	45	31	92	595463.63091	10644814.92545
2020	285	11	45	33	94	595467.50545	10644817.92909
2020	285	11	45	35	97	595471.36545	10644820.94000
2020	285	11	45	37	99	595475.26818	10644823.87000
2020	285	11	45	39	102	595479.17364	10644826.80364
2020	285	11	45	41	104	595483.08091	10644829.73909
2020	285	11	45	43	107	595487.01182	10644832.69455
2020	285	11	45	45	109	595490.94182	10644835.64455
2020	285	11	45	47	111	595494.89636	10644838.48909
2020	285	11	45	49	114	595498.81545	10644841.39000
2020	285	11	45	51	116	595502.78455	10644844.24455
2020	285	11	45	53	119	595506.71273	10644847.05364
2020	285	11	45	55	121	595510.64182	10644849.76636
2020	285	11	45	57	123	595514.60273	10644852.47545
2020	285	11	45	59	126	595518.60091	10644855.27273
2020	285	11	46	1	128	595522.54000	10644858.01909
2020	285	11	46	3	131	595526.52636	10644860.80091
2020	285	11	46	5	133	595530.53909	10644863.57545
2020	285	11	46	7	136	595534.57091	10644866.39727
2020	285	11	46	9	138	595538.60545	10644869.18091
2020	285	11	46	11	141	595542.67727	10644871.85727
2020	285	11	46	13	143	595546.75818	10644874.59364
2020	285	11	46	15	145	595550.82273	10644877.26182
2020	285	11	46	17	148	595554.95091	10644879.94545
2020	285	11	46	19	150	595559.02545	10644882.57182
2020	285	11	46	21	153	595563.11364	10644885.21182
2020	285	11	46	23	155	595567.21545	10644887.80000
2020	285	11	46	25	158	595571.30455	10644890.40636
2020	285	11	46	27	160	595575.40273	10644892.95455
2020	285	11	46	29	162	595579.47545	10644895.53545
2020	285	11	46	31	165	595583.56909	10644897.99000
2020	285	11	46	33	167	595587.62455	10644900.51636
2020	285	11	46	35	170	595591.80364	10644903.04091
2020	285	11	46	37	172	595595.87545	10644905.50545
2020	285	11	46	39	174	595599.98636	10644907.95909
2020	285	11	46	41	177	595604.16455	10644910.44364
2020	285	11	46	43	179	595608.31000	10644912.92818
2020	285	11	46	45	182	595612.44727	10644915.35909
2020	285	11	46	47	184	595616.53000	10644917.80091
2020	285	11	46	49	186	595620.67273	10644920.29636
2020	285	11	46	51	189	595624.81273	10644922.79727
2020	285	11	46	53	191	595628.82545	10644925.35818
2020	285	11	46	55	194	595632.87273	10644927.88273
2020	285	11	46	57	196	595636.90091	10644930.39818
2020	285	11	46	59	198	595640.89818	10644932.99000
2020	285	11	47	1	201	595644.88000	10644935.57182
2020	285	11	47	3	203	595648.87000	10644938.15545
2020	285	11	47	5	206	595652.80818	10644940.80818
2020	285	11	47	7	208	595656.69818	10644943.49273
2020	285	11	47	9	210	595660.54818	10644946.15455
2020	285	11	47	11	213	595664.35091	10644948.89364
