YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	284	12	19	34	16	591743.98556	10663139.87000
2020	284	12	19	36	18	591739.82182	10663136.78636
2020	284	12	19	38	21	591735.51273	10663133.72818
2020	284	12	19	40	24	591731.27091	10663130.68091
2020	284	12	19	42	26	591727.15636	10663127.41909
2020	284	12	19	44	29	591722.93273	10663124.25636
2020	284	12	19	46	32	591718.64182	10663121.29182
2020	284	12	19	48	34	591714.36000	10663118.10273
2020	284	12	19	50	37	591710.07727	10663114.95818
2020	284	12	19	52	39	591705.70091	10663112.03455
2020	284	12	19	54	42	591701.27636	10663109.21636
2020	284	12	19	56	45	591696.91273	10663106.19182
2020	284	12	19	58	47	591692.36545	10663103.34000
2020	284	12	20	0	50	591687.81182	10663100.82455
2020	284	12	20	2	53	591683.25727	10663098.26000
2020	284	12	20	4	55	591678.72000	10663095.77909
2020	284	12	20	6	58	591674.12000	10663093.40364
2020	284	12	20	8	60	591669.64000	10663091.03818
2020	284	12	20	10	63	591665.14000	10663088.55727
2020	284	12	20	12	65	591660.58818	10663086.18909
2020	284	12	20	14	68	591656.14727	10663083.66273
2020	284	12	20	16	71	591651.70636	10663081.08364
2020	284	12	20	18	73	591647.19455	10663078.61455
2020	284	12	20	20	76	591642.83545	10663076.01455
2020	284	12	20	22	78	591638.57727	10663073.22364
2020	284	12	20	24	81	591634.30273	10663070.38455
2020	284	12	20	26	83	591630.05000	10663067.53273
2020	284	12	20	28	86	591625.91636	10663064.60000
2020	284	12	20	30	89	591621.69273	10663061.67909
2020	284	12	20	32	91	591617.52091	10663058.78091
2020	284	12	20	34	94	591613.29818	10663055.94636
2020	284	12	20	36	96	591609.06818	10663053.21273
2020	284	12	20	38	99	591604.90000	10663050.36727
2020	284	12	20	40	101	591600.74091	10663047.60091
2020	284	12	20	42	104	591596.58455	10663044.81364
2020	284	12	20	44	106	591592.35909	10663042.13636
2020	284	12	20	46	109	591588.24636	10663039.35091
2020	284	12	20	48	111	591584.16545	10663036.60545
2020	284	12	20	50	114	591580.05818	10663033.82182
2020	284	12	20	52	116	591575.93364	10663031.03545
2020	284	12	20	54	119	591571.84545	10663028.07364
2020	284	12	20	56	121	591567.83818	10663025.12273
2020	284	12	20	58	124	591563.76364	10663022.27818
2020	284	12	21	0	126	591559.79364	10663019.37636
2020	284	12	21	2	128	591555.75909	10663016.42909
2020	284	12	21	4	131	591551.72091	10663013.60364
2020	284	12	21	6	133	591547.56545	10663010.96818
2020	284	12	21	8	136	591543.60364	10663008.01273
2020	284	12	21	10	138	591539.53182	10663005.16273
2020	284	12	21	12	141	591535.35636	10663002.47000
2020	284	12	21	14	143	591531.33000	10662999.65727
2020	284	12	21	16	146	591527.30909	10662996.86636
2020	284	12	21	18	148	591523.18091	10662994.21091
2020	284	12	21	20	151	591518.99455	10662991.58364
2020	284	12	21	22	153	591514.94364	10662988.80727
2020	284	12	21	24	156	591510.80273	10662986.15000
2020	284	12	21	26	158	591506.66545	10662983.44636
2020	284	12	21	28	161	591502.65091	10662980.57000
2020	284	12	21	30	163	591498.69636	10662977.68727
2020	284	12	21	32	165	591494.68636	10662974.94091
2020	284	12	21	34	168	591490.67364	10662972.17636
2020	284	12	21	36	170	591486.69455	10662969.37182
2020	284	12	21	38	173	591482.60727	10662966.82636
2020	284	12	21	40	175	591478.50909	10662964.34091
2020	284	12	21	42	178	591474.38273	10662961.83000
2020	284	12	21	44	180	591470.22818	10662959.40273
2020	284	12	21	46	182	591466.13818	10662956.94636
2020	284	12	21	48	185	591462.14818	10662954.36182
2020	284	12	21	50	187	591458.10000	10662951.83455
2020	284	12	21	52	189	591454.07091	10662949.23727
2020	284	12	21	54	192	591450.09000	10662946.66091
2020	284	12	21	56	194	591446.17273	10662944.05182
2020	284	12	21	58	197	591442.20636	10662941.44091
2020	284	12	22	0	199	591438.18636	10662938.78727
2020	284	12	22	2	201	591434.33091	10662936.07455
2020	284	12	22	4	204	591430.47273	10662933.29909
2020	284	12	22	6	206	591426.58636	10662930.47182
2020	284	12	22	8	209	591422.72182	10662927.60455
2020	284	12	22	10	211	591418.89273	10662924.71182
2020	284	12	22	12	213	591415.12909	10662921.75182
2020	284	12	22	14	216	591411.35182	10662918.81636
2020	284	12	22	16	218	591407.54364	10662915.91545
2020	284	12	22	18	220	591403.72727	10662913.00727
2020	284	12	22	20	223	591399.97364	10662910.13000
2020	284	12	22	22	225	591396.21182	10662907.30182
2020	284	12	22	24	228	591392.32091	10662904.64182
2020	284	12	22	26	230	591388.42545	10662902.07455
2020	284	12	22	28	232	591384.59636	10662899.47818
2020	284	12	22	30	235	591380.75091	10662896.87909
2020	284	12	22	32	237	591376.80636	10662894.45818
2020	284	12	22	34	239	591372.90455	10662892.09273
2020	284	12	22	36	241	591369.05273	10662889.49545
2020	284	12	22	38	244	591365.24818	10662886.79636
2020	284	12	22	40	246	591361.45182	10662884.19636
2020	284	12	22	42	248	591357.78091	10662881.41909
2020	284	12	22	44	251	591354.22364	10662878.42182
2020	284	12	22	46	253	591350.66364	10662875.30273
2020	284	12	22	48	255	591347.16727	10662872.32545
2020	284	12	22	50	258	591343.62545	10662869.39273
2020	284	12	22	52	260	591340.25273	10662866.20545
2020	284	12	22	54	262	591336.72091	10662863.17091
