YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	285	8	39	5	9	581526.99667	10662998.11667
2020	285	8	39	7	12	581530.16000	10662994.17800
2020	285	8	39	9	14	581533.40571	10662990.26429
2020	285	8	39	11	17	581536.54273	10662986.27455
2020	285	8	39	13	19	581539.77364	10662982.33545
2020	285	8	39	15	22	581542.93091	10662978.36000
2020	285	8	39	17	24	581545.99545	10662974.33818
2020	285	8	39	19	27	581549.14909	10662970.37818
2020	285	8	39	21	30	581552.28455	10662966.34182
2020	285	8	39	23	32	581555.40273	10662962.31636
2020	285	8	39	25	35	581558.40909	10662958.26273
2020	285	8	39	27	37	581561.60364	10662954.28818
2020	285	8	39	29	40	581564.72727	10662950.26909
2020	285	8	39	31	42	581567.78818	10662946.25636
2020	285	8	39	33	45	581570.95636	10662942.33818
2020	285	8	39	35	47	581574.19182	10662938.43182
2020	285	8	39	37	50	581577.36273	10662934.46273
2020	285	8	39	39	52	581580.51000	10662930.52909
2020	285	8	39	41	55	581583.78182	10662926.63818
2020	285	8	39	43	57	581586.99182	10662922.77000
2020	285	8	39	45	60	581590.15455	10662918.82727
2020	285	8	39	47	63	581593.41364	10662914.93818
2020	285	8	39	49	65	581596.69818	10662911.06545
2020	285	8	39	51	68	581600.00000	10662907.18727
2020	285	8	39	53	70	581603.35636	10662903.36273
2020	285	8	39	55	73	581606.73364	10662899.48364
2020	285	8	39	57	75	581609.96455	10662895.57182
2020	285	8	39	59	78	581613.22455	10662891.66818
2020	285	8	40	1	80	581616.47545	10662887.78727
2020	285	8	40	3	83	581619.64364	10662883.83091
2020	285	8	40	5	85	581622.81636	10662879.90000
2020	285	8	40	7	88	581626.05273	10662876.01818
2020	285	8	40	9	90	581629.30091	10662872.12727
2020	285	8	40	11	93	581632.58273	10662868.27636
2020	285	8	40	13	95	581635.86909	10662864.44182
2020	285	8	40	15	98	581639.12545	10662860.57818
2020	285	8	40	17	101	581642.44273	10662856.74182
2020	285	8	40	19	103	581645.72364	10662852.89455
2020	285	8	40	21	106	581648.97545	10662849.02636
2020	285	8	40	23	108	581652.27727	10662845.18091
2020	285	8	40	25	111	581655.63182	10662841.35091
2020	285	8	40	27	113	581658.96545	10662837.51455
2020	285	8	40	29	116	581662.19455	10662833.62909
2020	285	8	40	31	118	581665.44818	10662829.71636
2020	285	8	40	33	121	581668.71091	10662825.83273
2020	285	8	40	35	123	581671.85091	10662821.86091
2020	285	8	40	37	126	581674.99091	10662817.89818
2020	285	8	40	39	128	581678.09364	10662813.89909
2020	285	8	40	41	131	581681.22182	10662809.92455
2020	285	8	40	43	133	581684.27273	10662805.91273
2020	285	8	40	45	136	581687.42364	10662801.94000
2020	285	8	40	47	139	581690.53455	10662797.96273
2020	285	8	40	49	141	581693.56091	10662793.92818
2020	285	8	40	51	144	581696.61818	10662789.90455
2020	285	8	40	53	146	581699.70182	10662785.89091
2020	285	8	40	55	149	581702.73818	10662781.83455
2020	285	8	40	57	151	581705.74000	10662777.77909
2020	285	8	40	59	154	581708.78091	10662773.72000
2020	285	8	41	1	156	581711.89545	10662769.70818
2020	285	8	41	3	159	581714.86727	10662765.64364
2020	285	8	41	5	161	581717.96000	10662761.62000
2020	285	8	41	7	164	581721.08818	10662757.62091
2020	285	8	41	9	166	581724.18182	10662753.65364
2020	285	8	41	11	169	581727.22636	10662749.66000
2020	285	8	41	13	171	581730.33091	10662745.62818
2020	285	8	41	15	174	581733.51727	10662741.66000
2020	285	8	41	17	176	581736.60545	10662737.66636
2020	285	8	41	19	179	581739.64909	10662733.60909
2020	285	8	41	21	182	581742.80455	10662729.59182
2020	285	8	41	23	184	581745.98091	10662725.59545
2020	285	8	41	25	187	581749.11182	10662721.59182
2020	285	8	41	27	189	581752.22455	10662717.58182
2020	285	8	41	29	192	581755.29182	10662713.59545
2020	285	8	41	31	194	581758.40909	10662709.58182
2020	285	8	41	33	197	581761.53636	10662705.58364
2020	285	8	41	35	199	581764.66182	10662701.56273
2020	285	8	41	37	202	581767.81636	10662697.56455
2020	285	8	41	39	204	581771.04727	10662693.57000
2020	285	8	41	41	207	581774.24455	10662689.56818
2020	285	8	41	43	210	581777.40364	10662685.56818
2020	285	8	41	45	212	581780.50000	10662681.55909
2020	285	8	41	47	215	581783.59909	10662677.55364
2020	285	8	41	49	217	581786.72455	10662673.52364
2020	285	8	41	51	220	581789.79182	10662669.53273
2020	285	8	41	53	222	581792.76364	10662665.45364
2020	285	8	41	55	225	581795.89636	10662661.42727
2020	285	8	41	57	227	581798.99545	10662657.41182
2020	285	8	41	59	230	581801.94455	10662653.29818
2020	285	8	42	1	232	581805.02000	10662649.21545
2020	285	8	42	3	235	581808.11545	10662645.15818
2020	285	8	42	5	238	581811.15091	10662641.07455
2020	285	8	42	7	240	581814.22727	10662637.01455
2020	285	8	42	9	243	581817.34364	10662632.99000
2020	285	8	42	11	245	581820.41364	10662628.93818
2020	285	8	42	13	248	581823.45636	10662624.91455
2020	285	8	42	15	250	581826.57818	10662620.88545
2020	285	8	42	17	253	581829.71727	10662616.87455
2020	285	8	42	19	255	581832.81455	10662612.80364
2020	285	8	42	21	258	581835.94091	10662608.76545
2020	285	8	42	23	260	581839.17091	10662604.73545
2020	285	8	42	25	263	581842.31000	10662600.69091
