NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800001	959006.19000	10726617.14000
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800002	959006.25000	10726616.61000
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800003	959006.31000	10726616.08000
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800004	959006.38000	10726615.56000
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800005	959006.44000	10726615.03000
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800006	959006.51000	10726614.51000
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800007	959006.57000	10726613.98000
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800008	959006.64000	10726613.46000
AN2020AN2F0114	2020.09.27	2020	272	0	0	0	1612800009	959006.70000	10726612.93000
AN2020AN2F0114	2020.09.27	2020	272	0	0	2	1612800010	959006.77000	10726612.41000
AN2020AN2F0114	2020.09.27	2020	272	0	0	2	1612800011	959006.85000	10726611.91000
AN2020AN2F0114	2020.09.27	2020	272	0	0	2	1612800012	959006.93000	10726611.41000
AN2020AN2F0114	2020.09.27	2020	272	0	0	2	1612800013	959007.00000	10726610.91000
AN2020AN2F0114	2020.09.27	2020	272	0	0	2	1612800014	959007.08000	10726610.41000
AN2020AN2F0114	2020.09.27	2020	272	0	0	3	1612800015	959007.17000	10726609.92000
AN2020AN2F0114	2020.09.27	2020	272	0	0	3	1612800016	959007.25000	10726609.43000
AN2020AN2F0114	2020.09.27	2020	272	0	0	3	1612800017	959007.34000	10726608.95000
AN2020AN2F0114	2020.09.27	2020	272	0	0	3	1612800018	959007.43000	10726608.47000
AN2020AN2F0114	2020.09.27	2020	272	0	0	3	1612800019	959007.52000	10726607.99000
AN2020AN2F0114	2020.09.27	2020	272	0	0	4	1612800020	959007.61000	10726607.51000
AN2020AN2F0114	2020.09.27	2020	272	0	0	4	1612800021	959007.70000	10726606.93000
AN2020AN2F0114	2020.09.27	2020	272	0	0	4	1612800022	959007.78000	10726606.35000
AN2020AN2F0114	2020.09.27	2020	272	0	0	4	1612800023	959007.87000	10726605.77000
AN2020AN2F0114	2020.09.27	2020	272	0	0	5	1612800024	959007.97000	10726605.19000
AN2020AN2F0114	2020.09.27	2020	272	0	0	5	1612800025	959008.02000	10726604.74000
AN2020AN2F0114	2020.09.27	2020	272	0	0	5	1612800026	959008.07000	10726604.28000
AN2020AN2F0114	2020.09.27	2020	272	0	0	5	1612800027	959008.12000	10726603.82000
AN2020AN2F0114	2020.09.27	2020	272	0	0	5	1612800028	959008.17000	10726603.36000
AN2020AN2F0114	2020.09.27	2020	272	0	0	6	1612800029	959008.23000	10726602.91000
AN2020AN2F0114	2020.09.27	2020	272	0	0	6	1612800030	959008.29000	10726602.44000
AN2020AN2F0114	2020.09.27	2020	272	0	0	6	1612800031	959008.35000	10726601.96000
AN2020AN2F0114	2020.09.27	2020	272	0	0	6	1612800032	959008.41000	10726601.49000
AN2020AN2F0114	2020.09.27	2020	272	0	0	6	1612800033	959008.47000	10726601.02000
