NAME	DATE	YEAR	DAY	HOUR	MINUTE	SECOND	FFID	SOU_X	SOU_Y
AN2020AN2F0114	2020.09.27 2020	271	23	42	27	1612080001	958710.03000	10728899.65000
AN2020AN2F0114	2020.09.27 2020	271	23	42	27	1612080002	958710.08000	10728899.10000
AN2020AN2F0114	2020.09.27 2020	271	23	42	27	1612080003	958710.14000	10728898.54000
AN2020AN2F0114	2020.09.27 2020	271	23	42	27	1612080004	958710.20000	10728897.99000
AN2020AN2F0114	2020.09.27 2020	271	23	42	27	1612080005	958710.25000	10728897.44000
AN2020AN2F0114	2020.09.27 2020	271	23	42	27	1612080006	958710.31000	10728896.89000
AN2020AN2F0114	2020.09.27 2020	271	23	42	27	1612080007	958710.37000	10728896.34000
AN2020AN2F0114	2020.09.27 2020	271	23	42	29	1612080008	958710.43000	10728895.80000
AN2020AN2F0114	2020.09.27 2020	271	23	42	29	1612080009	958710.50000	10728895.30000
AN2020AN2F0114	2020.09.27 2020	271	23	42	29	1612080010	958710.57000	10728894.80000
AN2020AN2F0114	2020.09.27 2020	271	23	42	29	1612080011	958710.64000	10728894.31000
AN2020AN2F0114	2020.09.27 2020	271	23	42	30	1612080012	958710.72000	10728893.82000
AN2020AN2F0114	2020.09.27 2020	271	23	42	30	1612080013	958710.77000	10728893.39000
AN2020AN2F0114	2020.09.27 2020	271	23	42	30	1612080014	958710.82000	10728892.96000
AN2020AN2F0114	2020.09.27 2020	271	23	42	30	1612080015	958710.87000	10728892.54000
AN2020AN2F0114	2020.09.27 2020	271	23	42	30	1612080016	958710.92000	10728892.11000
AN2020AN2F0114	2020.09.27 2020	271	23	42	31	1612080017	958710.98000	10728891.69000
AN2020AN2F0114	2020.09.27 2020	271	23	42	31	1612080018	958711.05000	10728891.16000
AN2020AN2F0114	2020.09.27 2020	271	23	42	31	1612080019	958711.12000	10728890.63000
AN2020AN2F0114	2020.09.27 2020	271	23	42	31	1612080020	958711.19000	10728890.10000
AN2020AN2F0114	2020.09.27 2020	271	23	42	32	1612080021	958711.26000	10728889.57000
AN2020AN2F0114	2020.09.27 2020	271	23	42	32	1612080022	958711.32000	10728889.20000
AN2020AN2F0114	2020.09.27 2020	271	23	42	32	1612080023	958711.39000	10728888.83000
AN2020AN2F0114	2020.09.27 2020	271	23	42	32	1612080024	958711.45000	10728888.46000
AN2020AN2F0114	2020.09.27 2020	271	23	42	32	1612080025	958711.52000	10728888.09000
AN2020AN2F0114	2020.09.27 2020	271	23	42	33	1612080026	958711.59000	10728887.72000
AN2020AN2F0114	2020.09.27 2020	271	23	42	33	1612080027	958711.67000	10728887.25000
AN2020AN2F0114	2020.09.27 2020	271	23	42	33	1612080028	958711.75000	10728886.79000
AN2020AN2F0114	2020.09.27 2020	271	23	42	33	1612080029	958711.83000	10728886.33000
AN2020AN2F0114	2020.09.27 2020	271	23	42	34	1612080030	958711.92000	10728885.86000
AN2020AN2F0114	2020.09.27 2020	271	23	42	34	1612080031	958711.97000	10728885.47000
AN2020AN2F0114	2020.09.27 2020	271	23	42	34	1612080032	958712.02000	10728885.08000
AN2020AN2F0114	2020.09.27 2020	271	23	42	34	1612080033	958712.08000	10728884.69000
AN2020AN2F0114	2020.09.27 2020	271	23	42	34	1612080034	958712.13000	10728884.30000
AN2020AN2F0114	2020.09.27 2020	271	23	42	35	1612080035	958712.19000	10728883.92000
AN2020AN2F0114	2020.09.27 2020	271	23	42	35	1612080036	958712.25000	10728883.40000
AN2020AN2F0114	2020.09.27 2020	271	23	42	35	1612080037	958712.32000	10728882.89000
AN2020AN2F0114	2020.09.27 2020	271	23	42	35	1612080038	958712.39000	10728882.38000
AN2020AN2F0114	2020.09.27 2020	271	23	42	36	1612080039	958712.46000	10728881.86000
AN2020AN2F0114	2020.09.27 2020	271	23	42	36	1612080040	958712.52000	10728881.47000
AN2020AN2F0114	2020.09.27 2020	271	23	42	36	1612080041	958712.58000	10728881.07000
AN2020AN2F0114	2020.09.27 2020	271	23	42	36	1612080042	958712.64000	10728880.67000
AN2020AN2F0114	2020.09.27 2020	271	23	42	36	1612080043	958712.70000	10728880.27000
