YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	284	15	52	18	53	571541.88529	10657302.18831
2020	284	15	52	20	54	571546.98642	10657302.53438
2020	284	15	52	22	56	571552.10568	10657302.88168
2020	284	15	52	24	58	571557.18514	10657303.22629
2020	284	15	52	26	59	571562.30585	10657303.57369
2020	284	15	52	28	61	571567.40240	10657303.91945
2020	284	15	52	30	63	571572.51728	10657304.26645
2020	284	15	52	32	64	571577.62709	10657304.61312
2020	284	15	52	34	66	571582.76253	10657304.93967
2020	284	15	52	36	68	571587.87734	10657305.27596
2020	284	15	52	38	69	571592.98941	10657305.65201
2020	284	15	52	40	71	571598.11615	10657306.08423
2020	284	15	52	42	72	571603.23571	10657306.48386
2020	284	15	52	44	74	571608.32960	10657306.94474
2020	284	15	52	46	76	571613.44532	10657307.49008
2020	284	15	52	48	77	571618.60031	10657307.93939
2020	284	15	52	50	79	571623.72227	10657308.47486
2020	284	15	52	52	81	571628.82721	10657309.10178
2020	284	15	52	54	82	571633.95973	10657309.69406
2020	284	15	52	56	84	571639.08539	10657310.20711
2020	284	15	52	58	86	571644.19377	10657310.82431
2020	284	15	53	0	87	571649.27514	10657311.40203
2020	284	15	53	2	89	571654.40236	10657311.86264
2020	284	15	53	4	91	571659.46937	10657312.38781
2020	284	15	53	6	92	571664.56327	10657312.91162
2020	284	15	53	8	94	571669.65805	10657313.32906
2020	284	15	53	10	95	571674.73467	10657313.80138
2020	284	15	53	12	97	571679.81195	10657314.30079
2020	284	15	53	14	99	571684.90469	10657314.72048
2020	284	15	53	16	100	571690.01133	10657315.12868
2020	284	15	53	18	102	571695.10355	10657315.53786
2020	284	15	53	20	104	571700.21312	10657315.92948
2020	284	15	53	22	105	571705.35367	10657316.21420
2020	284	15	53	24	107	571710.48999	10657316.50379
2020	284	15	53	26	109	571715.62875	10657316.77396
2020	284	15	53	28	110	571720.78423	10657317.00929
2020	284	15	53	30	112	571725.95546	10657317.23767
2020	284	15	53	32	114	571731.11072	10657317.48123
2020	284	15	53	34	115	571736.27539	10657317.73148
2020	284	15	53	36	117	571741.45421	10657317.94226
2020	284	15	53	38	119	571746.60393	10657318.23621
2020	284	15	53	40	120	571751.74994	10657318.56365
2020	284	15	53	42	122	571756.90839	10657318.82786
2020	284	15	53	44	123	571762.03565	10657319.19872
2020	284	15	53	46	125	571767.12562	10657319.65161
2020	284	15	53	48	127	571772.21622	10657320.06030
2020	284	15	53	50	128	571777.27348	10657320.44824
2020	284	15	53	52	130	571782.30042	10657320.95631
2020	284	15	53	54	132	571787.28058	10657321.45689
2020	284	15	53	56	133	571792.28043	10657321.87156
2020	284	15	53	58	135	571797.25929	10657322.33109
2020	284	15	54	0	136	571802.25677	10657322.85802
2020	284	15	54	2	138	571807.22555	10657323.31269
2020	284	15	54	4	140	571812.22544	10657323.71053
2020	284	15	54	6	141	571817.22732	10657324.18531
2020	284	15	54	8	143	571822.18769	10657324.63341
2020	284	15	54	10	144	571827.14643	10657324.98700
2020	284	15	54	12	146	571832.10954	10657325.40278
2020	284	15	54	14	148	571837.07651	10657325.84348
2020	284	15	54	16	149	571841.99265	10657326.21606
2020	284	15	54	18	151	571846.94154	10657326.60599
