YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	285	8	39	4	48	581526.06685	10663016.10846
2020	285	8	39	6	49	581529.09500	10663012.27638
2020	285	8	39	8	51	581532.22428	10663008.31633
2020	285	8	39	10	53	581535.35419	10663004.35548
2020	285	8	39	12	54	581538.48198	10663000.39731
2020	285	8	39	14	56	581541.61041	10662996.43833
2020	285	8	39	16	58	581544.73840	10662992.47992
2020	285	8	39	18	59	581547.84865	10662988.54395
2020	285	8	39	20	61	581550.98650	10662984.57305
2020	285	8	39	22	62	581554.13431	10662980.58954
2020	285	8	39	24	64	581557.27898	10662976.61002
2020	285	8	39	26	66	581560.42769	10662972.63804
2020	285	8	39	28	67	581563.59442	10662968.66337
2020	285	8	39	30	69	581566.75599	10662964.61986
2020	285	8	39	32	71	581569.91628	10662960.62493
2020	285	8	39	34	72	581573.04152	10662956.62863
2020	285	8	39	36	74	581576.20084	10662952.62715
2020	285	8	39	38	75	581579.38044	10662948.67321
2020	285	8	39	40	77	581582.55607	10662944.74137
2020	285	8	39	42	79	581585.70772	10662940.78269
2020	285	8	39	44	80	581588.91423	10662936.83639
2020	285	8	39	46	82	581592.15609	10662932.96008
2020	285	8	39	48	84	581595.39898	10662929.05161
2020	285	8	39	50	85	581598.59586	10662925.11033
2020	285	8	39	52	87	581601.85451	10662921.18339
2020	285	8	39	54	88	581605.13115	10662917.29547
2020	285	8	39	56	90	581608.37808	10662913.37818
2020	285	8	39	58	92	581611.62273	10662909.40879
2020	285	8	40	0	93	581614.84684	10662905.44164
2020	285	8	40	2	95	581618.08999	10662901.48557
2020	285	8	40	4	97	581621.33012	10662897.56322
2020	285	8	40	6	98	581624.56475	10662893.62088
2020	285	8	40	8	100	581627.74724	10662889.63604
2020	285	8	40	10	101	581630.98072	10662885.73168
2020	285	8	40	12	103	581634.26264	10662881.86946
2020	285	8	40	14	105	581637.49171	10662877.94876
2020	285	8	40	16	106	581640.69688	10662874.02520
2020	285	8	40	18	108	581643.95722	10662870.14881
2020	285	8	40	20	110	581647.21748	10662866.29088
2020	285	8	40	22	111	581650.43975	10662862.37762
2020	285	8	40	24	113	581653.65482	10662858.44671
2020	285	8	40	26	114	581656.88308	10662854.53318
2020	285	8	40	28	116	581660.10400	10662850.64099
2020	285	8	40	30	118	581663.30887	10662846.70956
2020	285	8	40	32	119	581666.48177	10662842.76326
2020	285	8	40	34	121	581669.65856	10662838.82981
2020	285	8	40	36	123	581672.85618	10662834.91659
2020	285	8	40	38	124	581676.00922	10662830.97028
2020	285	8	40	40	126	581679.13125	10662827.00415
2020	285	8	40	42	127	581682.24568	10662823.03784
2020	285	8	40	44	129	581685.39749	10662819.09420
2020	285	8	40	46	131	581688.54748	10662815.16451
2020	285	8	40	48	132	581691.65073	10662811.19629
2020	285	8	40	50	134	581694.75362	10662807.19004
2020	285	8	40	52	135	581697.90173	10662803.24398
2020	285	8	40	54	137	581701.03990	10662799.27635
2020	285	8	40	56	139	581704.14301	10662795.27920
2020	285	8	40	58	140	581707.21060	10662791.23555
2020	285	8	41	0	142	581710.30659	10662787.21089
2020	285	8	41	2	144	581713.39679	10662783.19732
2020	285	8	41	4	145	581716.46619	10662779.14953
2020	285	8	41	6	147	581719.53752	10662775.09485
