YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	285	0	54	53	53	633872.30509	10669973.35272
2020	285	0	54	55	55	633867.35600	10669972.15045
2020	285	0	54	57	57	633862.43433	10669970.95484
2020	285	0	54	59	58	633857.51694	10669969.76027
2020	285	0	55	1	60	633852.57532	10669968.55982
2020	285	0	55	3	62	633847.60952	10669967.35349
2020	285	0	55	5	63	633842.65647	10669966.15025
2020	285	0	55	7	65	633837.69061	10669964.94391
2020	285	0	55	9	66	633832.69139	10669963.89894
2020	285	0	55	11	68	633827.75867	10669962.54486
2020	285	0	55	13	70	633822.83849	10669961.33327
2020	285	0	55	15	71	633817.91062	10669960.03348
2020	285	0	55	17	73	633812.98980	10669958.76388
2020	285	0	55	19	75	633808.04138	10669957.53649
2020	285	0	55	21	76	633803.11843	10669956.28831
2020	285	0	55	23	78	633798.24244	10669954.94897
2020	285	0	55	25	79	633793.34408	10669953.67753
2020	285	0	55	27	81	633788.42445	10669952.39104
2020	285	0	55	29	83	633783.49372	10669951.09249
2020	285	0	55	31	84	633778.58844	10669949.75275
2020	285	0	55	33	86	633773.66881	10669948.45395
2020	285	0	55	35	88	633768.70388	10669947.21522
2020	285	0	55	37	89	633763.71614	10669945.92535
2020	285	0	55	39	91	633758.74328	10669944.68808
2020	285	0	55	41	93	633753.77785	10669943.46914
2020	285	0	55	43	94	633748.79406	10669942.22557
2020	285	0	55	45	96	633743.78633	10669941.01531
2020	285	0	55	47	97	633738.80548	10669939.77989
2020	285	0	55	49	99	633733.89370	10669938.52463
2020	285	0	55	51	101	633728.95765	10669937.25999
2020	285	0	55	53	102	633723.99284	10669936.02000
2020	285	0	55	55	104	633719.02038	10669934.75049
2020	285	0	55	57	106	633714.10002	10669933.44239
2020	285	0	55	59	107	633709.19011	10669932.15468
2020	285	0	56	1	109	633704.21832	10669930.89261
2020	285	0	56	3	111	633699.21987	10669929.62201
2020	285	0	56	5	112	633694.25557	10669928.36228
2020	285	0	56	7	114	633689.30130	10669927.11936
2020	285	0	56	9	115	633684.28145	10669925.96294
2020	285	0	56	11	117	633679.23955	10669924.82812
2020	285	0	56	13	119	633674.23361	10669923.66397
2020	285	0	56	15	120	633669.26164	10669922.51878
2020	285	0	56	17	122	633664.25035	10669921.43071
2020	285	0	56	19	124	633659.22697	10669920.34661
2020	285	0	56	21	125	633654.19383	10669919.25444
2020	285	0	56	23	127	633649.21323	10669918.11213
2020	285	0	56	25	129	633644.21402	10669916.99186
2020	285	0	56	27	130	633639.18890	10669915.92263
2020	285	0	56	29	132	633634.17424	10669914.82248
2020	285	0	56	31	134	633629.21540	10669913.66225
2020	285	0	56	33	135	633624.20059	10669912.53598
2020	285	0	56	35	137	633619.17517	10669911.47517
2020	285	0	56	37	138	633614.17473	10669910.36257
2020	285	0	56	39	140	633609.18278	10669909.22923
2020	285	0	56	41	142	633604.17049	10669908.11445
2020	285	0	56	43	143	633599.19726	10669906.98964
2020	285	0	56	45	145	633594.24624	10669905.88920
2020	285	0	56	47	147	633589.27496	10669904.72657
2020	285	0	56	49	148	633584.29249	10669903.52272
2020	285	0	56	51	150	633579.30673	10669902.32206
2020	285	0	56	53	152	633574.32448	10669901.15787
2020	285	0	56	55	153	633569.37107	10669899.92828
2020	285	0	56	57	155	633564.40548	10669898.72484
2020	285	0	56	59	156	633559.42171	10669897.55394
2020	285	0	57	1	158	633554.43022	10669896.30036
2020	285	0	57	3	160	633549.43976	10669895.05546
2020	285	0	57	5	161	633544.45891	10669893.86250
2020	285	0	57	7	163	633539.50326	10669892.60951
2020	285	0	57	9	165	633534.54298	10669891.29484
2020	285	0	57	11	166	633529.55581	10669890.06287
2020	285	0	57	13	168	633524.60485	10669888.81456
2020	285	0	57	15	170	633519.65068	10669887.54139
2020	285	0	57	17	171	633514.65831	10669886.25674
2020	285	0	57	19	173	633509.66425	10669885.01264
2020	285	0	57	21	175	633504.70370	10669883.77863
2020	285	0	57	23	176	633499.74591	10669882.53419
2020	285	0	57	25	178	633494.78467	10669881.28495
2020	285	0	57	27	179	633489.79162	10669880.10374
2020	285	0	57	29	181	633484.80773	10669878.92039
2020	285	0	57	31	183	633479.88763	10669877.66146
2020	285	0	57	33	184	633474.92597	10669876.46860
2020	285	0	57	35	186	633469.93332	10669875.30746
2020	285	0	57	37	188	633464.97064	10669874.01917
2020	285	0	57	39	189	633460.01393	10669872.75137
2020	285	0	57	41	191	633455.03142	10669871.58608
2020	285	0	57	43	193	633450.06663	10669870.37636
2020	285	0	57	45	194	633445.12638	10669869.13176
2020	285	0	57	47	196	633440.11785	10669867.96852
2020	285	0	57	49	197	633435.15147	10669866.78149
2020	285	0	57	51	199	633430.20413	10669865.56176
2020	285	0	57	53	201	633425.25687	10669864.36838
2020	285	0	57	55	202	633420.30468	10669863.13496
2020	285	0	57	57	204	633415.37723	10669861.87642
2020	285	0	57	59	206	633410.47181	10669860.63113
2020	285	0	58	1	207	633405.54529	10669859.35552
2020	285	0	58	3	209	633400.62710	10669858.03761
2020	285	0	58	5	210	633395.66553	10669856.78107
2020	285	0	58	7	212	633390.72694	10669855.48456
2020	285	0	58	9	214	633385.82634	10669854.16462
2020	285	0	58	11	215	633380.91150	10669852.91968
2020	285	0	58	13	217	633375.96292	10669851.66200
2020	285	0	58	15	219	633371.01722	10669850.36604
2020	285	0	58	17	220	633366.11641	10669849.07302
2020	285	0	58	19	222	633361.18682	10669847.82370
2020	285	0	58	21	224	633356.24414	10669846.53693
2020	285	0	58	23	225	633351.30331	10669845.21547
2020	285	0	58	25	227	633346.38823	10669843.94931
2020	285	0	58	27	228	633341.47049	10669842.64356
