YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	283	13	15	21	111	642852.26108	10615533.84740
2020	283	13	15	23	113	642848.29150	10615537.13768
2020	283	13	15	25	114	642844.35138	10615540.45515
2020	283	13	15	27	116	642840.46206	10615543.88374
2020	283	13	15	29	118	642836.56283	10615547.26377
2020	283	13	15	31	119	642832.74696	10615550.68647
2020	283	13	15	33	121	642828.99523	10615554.23585
2020	283	13	15	35	123	642825.26559	10615557.84524
2020	283	13	15	37	124	642821.56455	10615561.39800
2020	283	13	15	39	126	642817.95206	10615565.01449
2020	283	13	15	41	127	642814.36813	10615568.77326
2020	283	13	15	43	129	642810.79299	10615572.45077
2020	283	13	15	45	131	642807.22292	10615576.10678
2020	283	13	15	47	132	642803.73668	10615579.87711
2020	283	13	15	49	134	642800.24579	10615583.69401
2020	283	13	15	51	136	642796.77091	10615587.49020
2020	283	13	15	53	137	642793.31279	10615591.30468
2020	283	13	15	55	139	642789.84959	10615595.13638
2020	283	13	15	57	141	642786.34780	10615598.97004
2020	283	13	15	59	142	642782.79735	10615602.78103
2020	283	13	16	1	144	642779.24505	10615606.58497
2020	283	13	16	3	146	642775.61469	10615610.36346
2020	283	13	16	5	147	642771.87173	10615614.07170
2020	283	13	16	7	149	642768.18086	10615617.78139
2020	283	13	16	9	151	642764.46236	10615621.43398
2020	283	13	16	11	152	642760.61612	10615624.90988
2020	283	13	16	13	154	642756.76049	10615628.38284
2020	283	13	16	15	156	642752.97675	10615631.84133
2020	283	13	16	17	157	642749.07908	10615635.08570
2020	283	13	16	19	159	642745.14774	10615638.27584
2020	283	13	16	21	161	642741.25040	10615641.60927
2020	283	13	16	23	162	642737.33439	10615644.81454
2020	283	13	16	25	164	642733.39384	10615647.87996
2020	283	13	16	27	165	642729.49195	10615651.14129
2020	283	13	16	29	167	642725.64678	10615654.56200
2020	283	13	16	31	169	642721.82518	10615657.91005
2020	283	13	16	33	170	642718.09406	10615661.31691
2020	283	13	16	35	172	642714.50327	10615664.93909
2020	283	13	16	37	174	642710.97697	10615668.72344
2020	283	13	16	39	175	642707.51747	10615672.38939
2020	283	13	16	41	177	642704.16748	10615676.11274
2020	283	13	16	43	178	642700.90929	10615679.96472
2020	283	13	16	45	180	642697.68232	10615683.87411
2020	283	13	16	47	181	642694.49294	10615687.66741
2020	283	13	16	49	183	642691.35770	10615691.49696
2020	283	13	16	51	185	642688.25974	10615695.48692
