YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	284	13	32	21	49	586029.61489	10659430.99093
2020	284	13	32	23	50	586025.45180	10659428.16944
2020	284	13	32	25	52	586021.25680	10659425.32632
2020	284	13	32	27	53	586017.03831	10659422.46728
2020	284	13	32	29	55	586012.80339	10659419.59711
2020	284	13	32	31	57	586008.58442	10659416.73774
2020	284	13	32	33	58	586004.37124	10659413.88230
2020	284	13	32	35	60	586000.11818	10659410.99983
2020	284	13	32	37	62	585995.88146	10659408.12844
2020	284	13	32	39	63	585991.65242	10659405.26225
2020	284	13	32	41	65	585987.44840	10659402.41302
2020	284	13	32	43	67	585983.29466	10659399.46936
2020	284	13	32	45	68	585978.98758	10659396.73956
2020	284	13	32	47	70	585974.79890	10659393.83701
2020	284	13	32	49	71	585970.67953	10659390.98262
2020	284	13	32	51	73	585966.63077	10659388.04557
2020	284	13	32	53	75	585962.54510	10659385.05092
2020	284	13	32	55	76	585958.35034	10659382.09171
2020	284	13	32	57	78	585954.21774	10659379.14453
2020	284	13	32	59	80	585950.14011	10659376.06464
2020	284	13	33	1	81	585945.85366	10659373.12843
2020	284	13	33	3	83	585941.57044	10659370.21544
2020	284	13	33	5	84	585937.22530	10659367.32722
2020	284	13	33	7	86	585932.86719	10659364.50451
2020	284	13	33	9	88	585928.40692	10659361.80120
2020	284	13	33	11	89	585923.95226	10659359.11356
2020	284	13	33	13	91	585919.56083	10659356.45074
2020	284	13	33	15	93	585915.09347	10659353.83105
2020	284	13	33	17	94	585910.80609	10659351.19586
2020	284	13	33	19	96	585906.56005	10659348.46227
2020	284	13	33	21	98	585902.37627	10659345.73163
2020	284	13	33	23	99	585898.22442	10659343.03063
2020	284	13	33	25	101	585894.12653	10659340.27876
2020	284	13	33	27	102	585890.07828	10659337.48741
2020	284	13	33	29	104	585886.00860	10659334.81874
2020	284	13	33	31	105	585881.81536	10659332.32660
2020	284	13	33	33	107	585877.73223	10659329.82315
2020	284	13	33	35	108	585873.70196	10659327.28677
2020	284	13	33	37	110	585869.64761	10659324.89107
2020	284	13	33	39	112	585865.51737	10659322.61162
2020	284	13	33	41	113	585861.49954	10659320.30200
2020	284	13	33	43	114	585857.54937	10659317.90559
2020	284	13	33	45	116	585853.50312	10659315.58369
2020	284	13	33	47	117	585849.45495	10659313.38721
2020	284	13	33	49	119	585845.43180	10659311.19053
2020	284	13	33	51	120	585841.51277	10659308.80077
2020	284	13	33	53	122	585837.60436	10659306.43293
2020	284	13	33	55	123	585833.61046	10659304.21318
2020	284	13	33	57	125	585829.69373	10659301.96929
2020	284	13	33	59	126	585825.81799	10659299.59658
2020	284	13	34	1	128	585821.97377	10659297.29025
2020	284	13	34	3	129	585817.95516	10659295.22361
2020	284	13	34	5	131	585813.97964	10659293.06264
2020	284	13	34	7	132	585810.09233	10659290.85172
2020	284	13	34	9	133	585806.19451	10659288.69137
2020	284	13	34	11	135	585802.21501	10659286.54364
2020	284	13	34	13	136	585798.27322	10659284.34777
2020	284	13	34	15	138	585794.43067	10659282.15237
2020	284	13	34	17	139	585790.60055	10659279.91612
2020	284	13	34	19	141	585786.75507	10659277.66280
2020	284	13	34	21	142	585782.88901	10659275.38924
2020	284	13	34	23	143	585779.15474	10659273.05946
2020	284	13	34	25	145	585775.48009	10659270.65072
2020	284	13	34	27	146	585771.72355	10659268.19306
2020	284	13	34	29	148	585768.02302	10659265.75079
2020	284	13	34	31	149	585764.44218	10659263.19292
2020	284	13	34	33	150	585760.85540	10659260.67122
2020	284	13	34	35	152	585757.23207	10659258.14539
2020	284	13	34	37	153	585753.64360	10659255.59107
2020	284	13	34	39	155	585750.10712	10659253.07867
2020	284	13	34	41	156	585746.57796	10659250.55617
2020	284	13	34	43	157	585743.02878	10659248.08789
2020	284	13	34	45	159	585739.54459	10659245.57648
2020	284	13	34	47	160	585736.00902	10659243.12632
2020	284	13	34	49	162	585732.50095	10659240.69672
2020	284	13	34	51	163	585729.09315	10659238.19927
2020	284	13	34	53	164	585725.66410	10659235.68831
2020	284	13	34	55	166	585722.07956	10659233.34926
2020	284	13	34	57	167	585718.54173	10659230.93741
2020	284	13	34	59	168	585715.10609	10659228.48663
