YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	283	18	32	2	75	615915.09525	10649307.70890
2020	283	18	32	4	76	615912.14227	10649312.10896
2020	283	18	32	6	78	615909.15828	10649316.38275
2020	283	18	32	8	80	615906.23272	10649320.73643
2020	283	18	32	10	81	615903.22606	10649325.05953
2020	283	18	32	12	83	615900.19222	10649329.30056
2020	283	18	32	14	85	615897.21992	10649333.54297
2020	283	18	32	16	86	615894.24079	10649337.83329
2020	283	18	32	18	88	615891.19681	10649342.07832
2020	283	18	32	20	90	615888.21580	10649346.30961
2020	283	18	32	22	91	615885.30697	10649350.65550
2020	283	18	32	24	93	615882.33187	10649354.98756
2020	283	18	32	26	95	615879.42460	10649359.33694
2020	283	18	32	28	96	615876.57237	10649363.75011
2020	283	18	32	30	98	615873.64729	10649368.13276
2020	283	18	32	32	100	615870.80715	10649372.56908
2020	283	18	32	34	101	615867.98612	10649376.98736
2020	283	18	32	36	103	615865.09455	10649381.36878
2020	283	18	32	38	105	615862.20390	10649385.75093
2020	283	18	32	40	106	615859.36981	10649390.15800
2020	283	18	32	42	108	615856.47689	10649394.51727
2020	283	18	32	44	110	615853.55237	10649398.85244
2020	283	18	32	46	111	615850.65325	10649403.24943
2020	283	18	32	48	113	615847.74849	10649407.59722
2020	283	18	32	50	115	615844.82900	10649411.89467
2020	283	18	32	52	116	615841.97228	10649416.25099
2020	283	18	32	54	118	615839.06732	10649420.59233
2020	283	18	32	56	120	615836.18569	10649424.87414
2020	283	18	32	58	121	615833.34695	10649429.14683
2020	283	18	33	0	123	615830.46803	10649433.43482
2020	283	18	33	2	125	615827.53400	10649437.65498
2020	283	18	33	4	126	615824.61652	10649441.83078
2020	283	18	33	6	128	615821.70709	10649446.02081
2020	283	18	33	8	130	615818.67889	10649450.16788
2020	283	18	33	10	131	615815.64819	10649454.31553
2020	283	18	33	12	133	615812.64672	10649458.48465
2020	283	18	33	14	135	615809.57502	10649462.64617
2020	283	18	33	16	136	615806.45554	10649466.77941
2020	283	18	33	18	138	615803.37268	10649470.98765
2020	283	18	33	20	140	615800.28592	10649475.17427
2020	283	18	33	22	141	615797.16825	10649479.37273
2020	283	18	33	24	143	615794.05123	10649483.59553
2020	283	18	33	26	145	615790.95238	10649487.84276
2020	283	18	33	28	146	615787.80463	10649492.01341
2020	283	18	33	30	148	615784.65503	10649496.21772
2020	283	18	33	32	150	615781.51297	10649500.45771
2020	283	18	33	34	151	615778.29740	10649504.60569
2020	283	18	33	36	153	615775.07923	10649508.71047
2020	283	18	33	38	155	615771.85085	10649512.88079
2020	283	18	33	40	156	615768.60347	10649517.06710
2020	283	18	33	42	158	615765.33420	10649521.15482
2020	283	18	33	44	160	615762.03910	10649525.28655
2020	283	18	33	46	161	615758.80231	10649529.49249
2020	283	18	33	48	163	615755.52315	10649533.70501
2020	283	18	33	50	165	615752.25538	10649537.82714
2020	283	18	33	52	167	615748.98562	10649542.01949
2020	283	18	33	54	168	615745.73456	10649546.24085
2020	283	18	33	56	170	615742.43440	10649550.38156
2020	283	18	33	58	172	615739.15296	10649554.46233
2020	283	18	34	0	173	615735.87571	10649558.54720
2020	283	18	34	2	175	615732.57408	10649562.63769
2020	283	18	34	4	177	615729.23132	10649566.56640
2020	283	18	34	6	178	615725.93769	10649570.54796
