YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	284	11	16	29	48	593584.97610	10664327.89049
2020	284	11	16	31	49	593581.12765	10664325.25113
2020	284	11	16	33	51	593577.16417	10664322.53287
2020	284	11	16	35	52	593573.12820	10664319.76489
2020	284	11	16	37	54	593569.06881	10664316.98086
2020	284	11	16	39	55	593565.00130	10664314.19125
2020	284	11	16	41	57	593560.86171	10664311.35221
2020	284	11	16	43	59	593556.70112	10664308.49877
2020	284	11	16	45	60	593552.55719	10664305.65674
2020	284	11	16	47	62	593548.40234	10664302.80724
2020	284	11	16	49	64	593544.23556	10664299.94955
2020	284	11	16	51	65	593540.07971	10664297.09936
2020	284	11	16	53	67	593535.99149	10664294.21441
2020	284	11	16	55	68	593531.83061	10664291.48174
2020	284	11	16	57	70	593527.79135	10664288.54473
2020	284	11	16	59	72	593523.88442	10664285.53714
2020	284	11	17	1	73	593520.05485	10664282.47775
2020	284	11	17	3	75	593516.33520	10664279.34483
2020	284	11	17	5	76	593512.62200	10664276.22251
2020	284	11	17	7	78	593508.86675	10664273.09072
2020	284	11	17	9	79	593505.12155	10664269.99321
2020	284	11	17	11	81	593501.36217	10664266.94999
2020	284	11	17	13	82	593497.54903	10664263.92942
2020	284	11	17	15	84	593493.63860	10664260.97336
2020	284	11	17	17	86	593489.69530	10664258.06071
2020	284	11	17	19	87	593485.76185	10664255.20037
2020	284	11	17	21	89	593481.84783	10664252.33268
2020	284	11	17	23	90	593477.81366	10664249.54467
2020	284	11	17	25	92	593473.71475	10664246.87369
2020	284	11	17	27	93	593469.65438	10664244.20781
2020	284	11	17	29	95	593465.60161	10664241.56897
2020	284	11	17	31	96	593461.43992	10664238.98719
2020	284	11	17	33	98	593457.21287	10664236.53031
2020	284	11	17	35	100	593453.06018	10664234.01115
2020	284	11	17	37	101	593448.88460	10664231.46837
2020	284	11	17	39	103	593444.59955	10664228.97352
2020	284	11	17	41	104	593440.29951	10664226.52857
2020	284	11	17	43	106	593436.03489	10664224.04873
2020	284	11	17	45	107	593431.78624	10664221.51600
2020	284	11	17	47	109	593427.47922	10664219.03979
2020	284	11	17	49	111	593423.16625	10664216.60747
2020	284	11	17	51	112	593418.91408	10664214.15314
2020	284	11	17	53	114	593414.71023	10664211.67093
2020	284	11	17	55	115	593410.49814	10664209.16250
2020	284	11	17	57	117	593406.24836	10664206.66934
2020	284	11	17	59	118	593402.06390	10664204.14922
2020	284	11	18	1	120	593398.03514	10664201.50887
2020	284	11	18	3	122	593393.91959	10664198.83299
2020	284	11	18	5	123	593389.72445	10664196.20181
2020	284	11	18	7	125	593385.60478	10664193.56583
2020	284	11	18	9	126	593381.56958	10664190.89155
2020	284	11	18	11	128	593377.46819	10664188.23701
2020	284	11	18	13	129	593373.29059	10664185.63190
2020	284	11	18	15	131	593369.16241	10664183.06193
2020	284	11	18	17	133	593365.10494	10664180.44257
2020	284	11	18	19	134	593361.03469	10664177.80107
2020	284	11	18	21	136	593356.94711	10664175.16610
2020	284	11	18	23	137	593352.83689	10664172.56450
2020	284	11	18	25	139	593348.77066	10664169.86555
2020	284	11	18	27	140	593344.79946	10664167.11909
2020	284	11	18	29	142	593340.72107	10664164.46793
2020	284	11	18	31	143	593336.60365	10664161.82940
2020	284	11	18	33	145	593332.52904	10664159.16238
2020	284	11	18	35	147	593328.50333	10664156.52589
2020	284	11	18	37	148	593324.41911	10664153.97237
2020	284	11	18	39	150	593320.28002	10664151.47684
2020	284	11	18	41	151	593316.24785	10664148.93398
2020	284	11	18	43	153	593312.24019	10664146.36853
2020	284	11	18	45	154	593308.15134	10664143.91514
2020	284	11	18	47	156	593304.17533	10664141.42303
2020	284	11	18	49	157	593300.20052	10664138.90581
2020	284	11	18	51	159	593296.27481	10664136.39003
2020	284	11	18	53	160	593292.35150	10664133.92993
