YEAR	DAY	HOUR	MINUTE	SECOND	CDP	SOU_X	SOU_Y
2020	285	17	43	40	69	634866.51747	10671388.94232
2020	285	17	43	42	70	634870.46981	10671391.45829
2020	285	17	43	44	72	634874.42346	10671394.00976
2020	285	17	43	46	73	634878.34447	10671396.51123
2020	285	17	43	48	75	634882.28904	10671398.99961
2020	285	17	43	50	76	634886.20633	10671401.49518
2020	285	17	43	52	78	634890.09236	10671404.00166
2020	285	17	43	54	79	634893.99195	10671406.47827
2020	285	17	43	56	81	634897.88457	10671408.98406
2020	285	17	43	58	82	634901.75800	10671411.48837
2020	285	17	44	0	84	634905.60689	10671414.00154
2020	285	17	44	2	85	634909.48685	10671416.51900
2020	285	17	44	4	86	634913.32395	10671419.05483
2020	285	17	44	6	88	634917.16904	10671421.57661
2020	285	17	44	8	89	634921.04396	10671424.05157
2020	285	17	44	10	91	634924.90707	10671426.54480
2020	285	17	44	12	92	634928.75695	10671429.04720
2020	285	17	44	14	94	634932.61158	10671431.51109
2020	285	17	44	16	95	634936.47633	10671433.96139
2020	285	17	44	18	97	634940.32495	10671436.44451
2020	285	17	44	20	98	634944.16655	10671438.93902
2020	285	17	44	22	100	634948.01202	10671441.42743
2020	285	17	44	24	101	634951.85586	10671443.90395
2020	285	17	44	26	103	634955.72616	10671446.41159
2020	285	17	44	28	104	634959.58793	10671448.90077
2020	285	17	44	30	106	634963.47792	10671451.34494
2020	285	17	44	32	107	634967.36886	10671453.80545
2020	285	17	44	34	109	634971.28900	10671456.27437
2020	285	17	44	36	110	634975.22269	10671458.69061
2020	285	17	44	38	111	634979.16475	10671461.11211
2020	285	17	44	40	113	634983.08860	10671463.58089
2020	285	17	44	42	114	634987.03006	10671466.01698
2020	285	17	44	44	116	634991.00198	10671468.46681
2020	285	17	44	46	117	634994.95180	10671470.97261
2020	285	17	44	48	119	634998.89632	10671473.47633
2020	285	17	44	50	120	635002.86003	10671476.00011
2020	285	17	44	52	122	635006.87181	10671478.57810
2020	285	17	44	54	123	635010.87271	10671481.11795
2020	285	17	44	56	125	635014.81910	10671483.68512
2020	285	17	44	58	127	635018.87100	10671486.19393
2020	285	17	45	0	128	635022.96309	10671488.76729
2020	285	17	45	2	130	635026.99949	10671491.33081
2020	285	17	45	4	131	635031.00936	10671493.86353
2020	285	17	45	6	133	635035.10357	10671496.43812
2020	285	17	45	8	134	635039.20105	10671499.04823
2020	285	17	45	10	136	635043.21445	10671501.69484
2020	285	17	45	12	137	635047.28322	10671504.29585
2020	285	17	45	14	139	635051.38741	10671506.95283
2020	285	17	45	16	140	635055.49065	10671509.60872
2020	285	17	45	18	142	635059.55934	10671512.27775
2020	285	17	45	20	144	635063.68760	10671514.94100
2020	285	17	45	22	145	635067.82442	10671517.61395
2020	285	17	45	24	147	635071.93419	10671520.28116
